"","simu","n_obs","mutation_rate","c","initial_trait_frequency","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","mean_nb_meetings","nb_meetings_1","nb_matings_1","nb_females_meeting_1"
"7122",7122,1,0,0.7,0.660714285714286,0.6597967148,0.6600817981,0.6586389118,0.6950266028,0.657244415,1.955713013,274.829,147.805,174.705
"7123",7123,5,0,0.7,0.660714285714286,0.6611778826,0.6606934952,0.6598575722,0.73812286,0.7773030696,1.885899696,265.226,157.062,178.152
"7124",7124,10,0,0.7,0.660714285714286,0.6618370972,0.6621041699,0.6628928423,0.7631386095,0.8454314206,1.856612898,261.906,162.899,180.714
"7125",7125,15,0,0.7,0.660714285714286,0.6621058077,0.6608859757,0.661997836,0.7827996169,0.8990619752,1.820951247,255.853,166.148,181.031
"7126",7126,20,0,0.7,0.660714285714286,0.6612599156,0.661286379,0.6616825009,0.7904085174,0.9204072982,1.819273286,255.068,167.766,181.709
"7127",7127,25,0,0.7,0.660714285714286,0.6602981204,0.6601810319,0.6612947703,0.7978392466,0.9436813968,1.807059904,253.652,170.104,182.878
"7128",7128,30,0,0.7,0.660714285714286,0.6608578512,0.6599197628,0.6626748323,0.804930382,0.9572078093,1.796708797,253.097,171.905,184.054
"7129",7129,0,0,0.8,0.660714285714286,0.6605760244,0.6598827867,0.6618330163,0.6069272052,0.4996392554,2.083334743,293.06,129.16,171.827
"7130",7130,1,0,0.8,0.660714285714286,0.6592437769,0.6599659855,0.6584155459,0.6946426302,0.6575753357,1.951039575,274.347,148.067,178.585
"7131",7131,5,0,0.8,0.660714285714286,0.6600432471,0.6609764304,0.6600878338,0.7604317415,0.7775918653,1.861696633,260.98,161.771,183.212
"7132",7132,10,0,0.8,0.660714285714286,0.660515559,0.6616033035,0.6609880918,0.7975489509,0.8430408144,1.802670368,253.47,170.169,186.648
"7133",7133,15,0,0.8,0.660714285714286,0.6604380062,0.6609583965,0.6600758856,0.8279754121,0.8957373635,1.761506403,247.445,176.181,188.547
"7134",7134,20,0,0.8,0.660714285714286,0.6609084015,0.6602316733,0.6620828476,0.8411488546,0.9213931462,1.74355444,244.414,179.076,189.573
"7135",7135,25,0,0.8,0.660714285714286,0.6601676218,0.6603279047,0.6620607042,0.8549298695,0.9463164392,1.718919692,241.556,182.045,190.558
"7136",7136,30,0,0.8,0.660714285714286,0.660708008,0.6603178985,0.6589534411,0.8606775495,0.9525053668,1.719999805,241.849,183.221,191.203
"7137",7137,0,0,0.9,0.660714285714286,0.6603518629,0.6604810496,0.6581790021,0.5632988479,0.5002991089,2.15626524,304.755,120.214,174.589
"7138",7138,1,0,0.9,0.660714285714286,0.6600672388,0.6602390776,0.6596488146,0.6864328177,0.6605360098,1.971919068,277.889,146.209,183.357
"7139",7139,5,0,0.9,0.660714285714286,0.6614568723,0.6609769796,0.6623752585,0.7784043549,0.7818462148,1.837773283,259.116,165.639,190.11
"7140",7140,10,0,0.9,0.660714285714286,0.6610423857,0.6616236923,0.6603131485,0.8244403127,0.8402498381,1.774166286,249.722,175.436,193.428
"7141",7141,15,0,0.9,0.660714285714286,0.6602630405,0.661635885,0.6620183304,0.8673452585,0.8982925496,1.709288408,239.399,184.102,195.986
"7142",7142,20,0,0.9,0.660714285714286,0.6604010402,0.6612316175,0.6583042346,0.8817870162,0.9163938697,1.682903931,236.471,187.805,197.686
"7143",7143,25,0,0.9,0.660714285714286,0.6597680864,0.6614062678,0.6599809682,0.9027809189,0.9430792227,1.658903423,233.638,192.381,199.582
"7144",7144,30,0,0.9,0.660714285714286,0.6627749338,0.6629218196,0.6618650616,0.9130214287,0.9558261115,1.637960896,232.772,195.279,201.12
"7145",7145,0,0,1,0.660714285714286,0.6607692946,0.6599998114,0.6587325934,0.5008007822,0.5006480662,2.252248881,318.243,106.694,177.122
"7146",7146,1,0,1,0.660714285714286,0.6598499197,0.6598431093,0.6610738387,0.6607719305,0.6614479266,2.009221085,283.286,141.146,188.962
"7147",7147,5,0,1,0.660714285714286,0.6604801848,0.660124893,0.6600204599,0.7775149956,0.7773738443,1.842147929,259.668,165.924,197.268
"7148",7148,10,0,1,0.660714285714286,0.6610121349,0.6607338074,0.6611104433,0.8422899547,0.8423351071,1.748566154,246.378,179.53,201.795
"7149",7149,15,0,1,0.660714285714286,0.6615516297,0.6621697721,0.6596093072,0.8946194587,0.8948155971,1.668742407,234.99,190.399,205.212
"7150",7150,20,0,1,0.660714285714286,0.6607581663,0.6615696428,0.6621547319,0.921909668,0.9220121345,1.630107836,228.691,196.323,207.423
"7151",7151,25,0,1,0.660714285714286,0.6597481406,0.6605745083,0.6593193064,0.9426050687,0.9427328301,1.602771108,224.707,200.539,208.651
"7152",7152,30,0,1,0.660714285714286,0.6613086308,0.661307375,0.6591247455,0.9536345223,0.9536531676,1.584641954,223.138,203.253,209.838
"7153",7153,0,0,0.5,0.665178571428571,0.6652414979,0.6643179923,0.6640709007,0.6639993118,0.5018898709,1.993432407,282.708,141.666,170.035
"7154",7154,1,0,0.5,0.665178571428571,0.6645362358,0.6660177335,0.665923318,0.6645519087,0.6656989558,1.998885303,283.53,141.854,170.491
"7155",7155,5,0,0.5,0.665178571428571,0.6663630676,0.6658556818,0.6658083059,0.6661865397,0.7879102001,2.000907606,284.804,142.336,170.814
"7156",7156,10,0,0.5,0.665178571428571,0.6664681908,0.66604513,0.6660362344,0.6667271393,0.8503734841,1.995990502,283.986,142.279,170.526
"7157",7157,15,0,0.5,0.665178571428571,0.6655625606,0.6648085305,0.6678709578,0.6638953367,0.905951308,1.999130858,283.276,141.634,170.197
"7158",7158,20,0,0.5,0.665178571428571,0.6646820241,0.6661154328,0.6659663666,0.6667361876,0.9261075051,2.00076121,283.5,141.929,169.919
"7159",7159,25,0,0.5,0.665178571428571,0.6655864157,0.6657912419,0.6640874193,0.6644072639,0.9481061252,1.998861425,284.098,141.861,170.522
"7160",7160,30,0,0.5,0.665178571428571,0.6644085738,0.6652139053,0.6652994413,0.6656087623,0.9600516754,2.003852078,284.953,142.225,170.672
"7161",7161,0,0,0.6,0.665178571428571,0.6637645388,0.6649843364,0.6642960191,0.6575837637,0.4997644244,2.005571858,283.268,140.006,170.016
"7162",7162,1,0,0.6,0.665178571428571,0.6647751087,0.6655077919,0.6647570042,0.6886472284,0.6650934643,1.966176985,278.76,146.789,172.757
"7163",7163,5,0,0.6,0.665178571428571,0.6648596102,0.6645691381,0.6655433074,0.7095800202,0.7862860773,1.937825453,275.098,151.757,174.955
"7164",7164,10,0,0.6,0.665178571428571,0.6651875989,0.6640927841,0.6640925065,0.7219406056,0.8473503536,1.915095832,272.053,154.061,175.645
"7165",7165,15,0,0.6,0.665178571428571,0.6659734608,0.6655443563,0.6671875767,0.7334113255,0.9063053022,1.897107266,269.704,156.25,176.106
"7166",7166,20,0,0.6,0.665178571428571,0.6649599906,0.6644813686,0.6647673185,0.7340979318,0.9254651538,1.895185613,268.463,156.495,176.146
"7167",7167,25,0,0.6,0.665178571428571,0.6648298143,0.6646340027,0.6641067777,0.7400462934,0.9473169738,1.889235446,266.953,157.187,176.267
"7168",7168,30,0,0.6,0.665178571428571,0.6647106191,0.664388812,0.6628616442,0.7413040137,0.9572058404,1.888068017,266.685,157.689,176.341
"7169",7169,0,0,0.7,0.665178571428571,0.6658642546,0.6660691386,0.6670713501,0.6417652338,0.5007422218,2.035980073,288.06,136.571,171.027
"7170",7170,1,0,0.7,0.665178571428571,0.6657270918,0.6657002568,0.668823227,0.7022863757,0.6702029336,1.950395133,276.733,150.26,176.625
"7171",7171,5,0,0.7,0.665178571428571,0.664122952,0.6639338583,0.6627230871,0.7434465106,0.7818399755,1.886369165,266.992,158.431,178.991
"7172",7172,10,0,0.7,0.665178571428571,0.6643818955,0.6646151553,0.6650739318,0.7660414114,0.8480333234,1.852980831,262.246,163.473,180.945
"7173",7173,15,0,0.7,0.665178571428571,0.664308385,0.6639710621,0.6623802611,0.7865676104,0.9003114153,1.820146717,257.865,167.634,182.389
"7174",7174,20,0,0.7,0.665178571428571,0.6658176429,0.6652636592,0.6651577796,0.7965902703,0.9251327543,1.809805317,257.766,170.264,183.918
"7175",7175,25,0,0.7,0.665178571428571,0.664875416,0.665996845,0.6650914316,0.8038827524,0.949239466,1.794391133,254.299,171.178,183.432
"7176",7176,30,0,0.7,0.665178571428571,0.6651766312,0.6650319689,0.6648135308,0.8076728635,0.9581740991,1.788269544,253.254,171.922,183.855
"7177",7177,0,0,0.8,0.665178571428571,0.664335639,0.6641285357,0.6649278951,0.6110927094,0.5013993111,2.078984311,293.789,130.106,172.38
"7178",7178,1,0,0.8,0.665178571428571,0.6636800769,0.6639227956,0.6629590086,0.7007438754,0.6644685736,1.946994072,276.107,149.72,179.857
"7179",7179,5,0,0.8,0.665178571428571,0.6665797702,0.665704501,0.6672771573,0.771105124,0.7885764343,1.844912701,262.704,164.739,185.31
"7180",7180,10,0,0.8,0.665178571428571,0.6651184405,0.6642788759,0.6642096238,0.8029608109,0.8473335583,1.801441716,256.216,171.746,187.876
"7181",7181,15,0,0.8,0.665178571428571,0.6652308768,0.6650229682,0.6668365413,0.8338890715,0.9036757418,1.754748028,248.778,178.197,189.923
"7182",7182,20,0,0.8,0.665178571428571,0.6658529603,0.6651444966,0.6661613614,0.8476261487,0.92587713,1.731956427,245.17,180.758,190.667
"7183",7183,25,0,0.8,0.665178571428571,0.6653625762,0.6661154465,0.6658217299,0.8599898805,0.9493624574,1.710717069,242.877,183.49,191.651
"7184",7184,30,0,0.8,0.665178571428571,0.6666746975,0.6661713984,0.6666347817,0.8642477589,0.9596883839,1.70127985,241.256,184.503,192.007
"7185",7185,0,0,0.9,0.665178571428571,0.6654488902,0.6650989794,0.6652860626,0.56546156,0.5004890404,2.157363733,306.019,120.303,174.492
"7186",7186,1,0,0.9,0.665178571428571,0.6655406136,0.6653298597,0.6640797196,0.6903577591,0.6629770485,1.972142215,279.308,146.839,183.711
"7187",7187,5,0,0.9,0.665178571428571,0.6651583445,0.6649804706,0.6644487184,0.7822727088,0.7836820011,1.834264117,260.98,167.332,191.543
"7188",7188,10,0,0.9,0.665178571428571,0.6656016926,0.6654765301,0.6655388558,0.8319732831,0.849508729,1.755120542,248.634,177.218,194.233
"7189",7189,15,0,0.9,0.665178571428571,0.665242855,0.6641046958,0.6651393669,0.8725497874,0.9032017044,1.696003517,240.173,185.765,197.269
"7190",7190,20,0,0.9,0.665178571428571,0.6655303971,0.6658397592,0.6654943405,0.8904768165,0.9253307285,1.673262752,236.392,189.315,198.338
"7191",7191,25,0,0.9,0.665178571428571,0.6657792749,0.6662036657,0.663467281,0.9066142123,0.947258019,1.641101688,233.289,193.651,200.364
"7192",7192,30,0,0.9,0.665178571428571,0.665296732,0.6649980727,0.6657925632,0.9156131303,0.9594548358,1.631790842,231.193,195.402,200.872
"7193",7193,0,0,1,0.665178571428571,0.6657501493,0.6656499837,0.6659723648,0.4980726635,0.4978812859,2.262338369,321.186,105.992,177.011
"7194",7194,1,0,1,0.665178571428571,0.665097509,0.6649195541,0.6660375014,0.666041731,0.6655361276,2.01385933,286.166,142.159,189.408
"7195",7195,5,0,1,0.665178571428571,0.6652421507,0.6652539571,0.6658914516,0.7872399395,0.7870194813,1.829223123,259.441,167.751,197.883
"7196",7196,10,0,1,0.665178571428571,0.6663857654,0.6660773739,0.6680010765,0.8521137705,0.8518036327,1.728345869,244.894,181.496,202.57
"7197",7197,15,0,1,0.665178571428571,0.6651547393,0.6648764884,0.6664261461,0.9038729263,0.9040699327,1.651914975,234.448,193.11,206.75
"7198",7198,20,0,1,0.665178571428571,0.6651624432,0.6655549772,0.6641146607,0.9241566046,0.9241142107,1.623693297,229.127,196.387,207.07
"7199",7199,25,0,1,0.665178571428571,0.6651290757,0.6645476754,0.6659361542,0.9487548662,0.9487512219,1.585318296,223.863,201.995,209.215
"7200",7200,30,0,1,0.665178571428571,0.6660878005,0.6657272235,0.6637203665,0.957719207,0.9577269019,1.566150816,222.752,204.309,210.314
"7201",7201,0,0,0.5,0.669642857142857,0.6689558041,0.6685216928,0.6670716723,0.6686074126,0.5001054094,2.004838866,287.034,142.931,171.418
"7202",7202,1,0,0.5,0.669642857142857,0.6687029478,0.6692264285,0.6695154664,0.6686328348,0.6692108985,2.004451388,285.001,142.101,170.255
"7203",7203,5,0,0.5,0.669642857142857,0.6691139216,0.66904242,0.6699876759,0.6699071896,0.7906129487,2.000541736,285.327,142.932,171.078
"7204",7204,10,0,0.5,0.669642857142857,0.6695091633,0.6702787541,0.6692381974,0.6692704988,0.854315925,1.999555846,285.507,142.819,171.095
"7205",7205,15,0,0.5,0.669642857142857,0.6696917583,0.6703411966,0.669337236,0.6685646337,0.9097074079,1.999366681,285.822,142.913,171.264
"7206",7206,20,0,0.5,0.669642857142857,0.6687982001,0.6688287596,0.6690346652,0.6693104934,0.9304465123,2.004092155,286.566,142.945,171.074
"7207",7207,25,0,0.5,0.669642857142857,0.6698682684,0.6704579556,0.6688189135,0.6695557162,0.9524442738,2.000625222,285.939,142.698,170.808
"7208",7208,30,0,0.5,0.669642857142857,0.6693860904,0.6695296903,0.6682002148,0.6704238674,0.9605550266,2.003013126,287.091,143.364,171.638
"7209",7209,0,0,0.6,0.669642857142857,0.6689683896,0.6692628289,0.667347446,0.6620598765,0.4989346752,2.008348193,287.012,141.581,171.526
"7210",7210,1,0,0.6,0.669642857142857,0.6689624569,0.6675362019,0.6694250473,0.6931338976,0.6703601064,1.962738273,279.59,147.744,173.394
"7211",7211,5,0,0.6,0.669642857142857,0.6704829993,0.6707554156,0.6714507513,0.7166079677,0.7951930842,1.929515167,276.135,152.866,175.259
"7212",7212,10,0,0.6,0.669642857142857,0.6690667402,0.6681814353,0.6677134036,0.7259202874,0.8524295926,1.911206176,273.688,155.255,176.393
"7213",7213,15,0,0.6,0.669642857142857,0.670048644,0.6710695276,0.6703181237,0.7362947935,0.9097717441,1.902009821,271.12,156.585,176.395
"7214",7214,20,0,0.6,0.669642857142857,0.6697387204,0.6697448971,0.6689023373,0.7398990181,0.9303950118,1.891000064,269.802,157.752,176.906
"7215",7215,25,0,0.6,0.669642857142857,0.6702200165,0.6712701997,0.6727396397,0.7456025257,0.9574206309,1.877498416,268.865,159.159,177.547
"7216",7216,30,0,0.6,0.669642857142857,0.6699242695,0.6700499714,0.6710203738,0.7470616538,0.9628111851,1.885682852,268.696,158.88,177.264
"7217",7217,0,0,0.7,0.669642857142857,0.6674848945,0.6688619595,0.669562543,0.6425243428,0.4990342326,2.03797616,290.641,137.434,172.094
"7218",7218,1,0,0.7,0.669642857142857,0.670292493,0.6696549997,0.6702354938,0.7070031292,0.6693958209,1.946004747,278.334,150.902,176.955
"7219",7219,5,0,0.7,0.669642857142857,0.6694976593,0.6696073506,0.6692739845,0.7522680002,0.7925005556,1.876162582,267.656,160.344,180.051
"7220",7220,10,0,0.7,0.669642857142857,0.6687355459,0.6680075547,0.6685622022,0.7729935231,0.8548595208,1.840482336,262.182,164.765,181.672
"7221",7221,15,0,0.7,0.669642857142857,0.6695418096,0.6691150629,0.6696800186,0.7928353206,0.9084973656,1.809043162,257.435,168.484,182.486
"7222",7222,20,0,0.7,0.669642857142857,0.670452347,0.6703779865,0.6728330326,0.8007800488,0.9344754043,1.799057314,256.438,170.654,183.668
"7223",7223,25,0,0.7,0.669642857142857,0.6687723999,0.6693328614,0.6681630616,0.8081309241,0.9506860865,1.792298111,256.324,172.772,184.794
"7224",7224,30,0,0.7,0.669642857142857,0.6702079115,0.668224572,0.6724428509,0.8116083277,0.9665564649,1.780029073,253.3,173.22,184.646
"7225",7225,0,0,0.8,0.669642857142857,0.6694424895,0.6699177164,0.6703991715,0.6148850441,0.5021235967,2.085669467,297.137,130.819,173.137
"7226",7226,1,0,0.8,0.669642857142857,0.6701187851,0.669609857,0.6697716585,0.7081162453,0.6710244515,1.946735806,277.769,150.79,180.323
"7227",7227,5,0,0.8,0.669642857142857,0.669526153,0.6706917277,0.6691023248,0.7772665946,0.7932786334,1.841926772,262.442,165.173,185.093
"7228",7228,10,0,0.8,0.669642857142857,0.6703296077,0.6707048341,0.6710844424,0.8117012797,0.8588918859,1.777811278,254.626,173.551,188.598
"7229",7229,15,0,0.8,0.669642857142857,0.6706211888,0.6699687586,0.6702415614,0.8416824427,0.9105778944,1.738671347,247.836,178.8,189.891
"7230",7230,20,0,0.8,0.669642857142857,0.6693911607,0.6698077796,0.6701178285,0.851475102,0.9311322202,1.720737154,245.286,181.318,190.852
"7231",7231,25,0,0.8,0.669642857142857,0.6698726448,0.6696138643,0.6709724132,0.8656842724,0.95463814,1.704889703,243.345,184.67,192.319
"7232",7232,30,0,0.8,0.669642857142857,0.6686997158,0.6690707367,0.6698582322,0.8678295587,0.9618102011,1.696956112,242.032,185.265,192.491
"7233",7233,0,0,0.9,0.669642857142857,0.6691600904,0.6688286168,0.6685409055,0.5672881318,0.5008380846,2.158620375,308.07,120.983,175.344
"7234",7234,1,0,0.9,0.669642857142857,0.6697638374,0.66922936,0.6691477767,0.6970540371,0.6701948728,1.962700606,279.79,148.379,184.622
"7235",7235,5,0,0.9,0.669642857142857,0.6695708888,0.670262095,0.6699262362,0.789684652,0.7922688829,1.81820195,259.391,168.248,191.475
"7236",7236,10,0,0.9,0.669642857142857,0.6699684553,0.6706566252,0.6705403671,0.8400086358,0.8568189835,1.748550079,249.172,178.834,195.141
"7237",7237,15,0,0.9,0.669642857142857,0.67032466,0.6706277864,0.6714348153,0.8802764889,0.9119424525,1.675543332,239.708,188.122,198.65
"7238",7238,20,0,0.9,0.669642857142857,0.6709410966,0.6709840045,0.6709012575,0.8963426383,0.9322609744,1.650152857,236.823,191.407,199.727
"7239",7239,25,0,0.9,0.669642857142857,0.6692584115,0.6691616839,0.6683478951,0.9119914576,0.9518844932,1.633856591,231.677,193.282,199.418
"7240",7240,30,0,0.9,0.669642857142857,0.6699363918,0.6697631647,0.671286414,0.9199375998,0.9643717306,1.621015675,231.533,196.743,201.739
"7241",7241,0,0,1,0.669642857142857,0.669752495,0.6690891607,0.6699806146,0.499984427,0.4997985065,2.277503852,326.591,106.868,178.426
"7242",7242,1,0,1,0.669642857142857,0.6704627819,0.6700867938,0.6700371296,0.6694833591,0.6690842321,2.020353123,289.149,142.548,189.87
"7243",7243,5,0,1,0.669642857142857,0.6674644415,0.6684735268,0.6688533669,0.7918997021,0.7916038713,1.824449577,258.371,168.432,197.934
"7244",7244,10,0,1,0.669642857142857,0.6695708217,0.6709194954,0.6706211526,0.855974589,0.8558968866,1.724680134,245.671,181.954,202.535
"7245",7245,15,0,1,0.669642857142857,0.6696970877,0.6698076446,0.6700839028,0.9089608908,0.9091548487,1.638533007,233.589,193.62,206.588
"7246",7246,20,0,1,0.669642857142857,0.6694254956,0.6686787367,0.669362465,0.9322428574,0.9323134302,1.601661801,228.049,198.454,208.034
"7247",7247,25,0,1,0.669642857142857,0.6688571274,0.6692156684,0.6708548135,0.9543586918,0.9543109392,1.567857815,223.169,203.137,209.629
"7248",7248,30,0,1,0.669642857142857,0.6699359977,0.6694687085,0.6698328614,0.9631474034,0.9630520411,1.550528156,220.867,204.788,210.074
"7249",7249,0,0,0.5,0.674107142857143,0.6734041242,0.6738826525,0.6733509959,0.6722516854,0.4978415654,1.999900948,286.327,143.079,171.164
"7250",7250,1,0,0.5,0.674107142857143,0.6732744607,0.6729337477,0.6724753777,0.6747931937,0.6728427032,1.997873692,287.152,144.097,171.894
"7251",7251,5,0,0.5,0.674107142857143,0.6741394324,0.6742998101,0.6750351432,0.6734140215,0.800079489,2.001495079,287.344,143.533,171.505
"7252",7252,10,0,0.5,0.674107142857143,0.6749735942,0.674454127,0.6774721004,0.6754523113,0.866752893,2.000509837,288.189,144.365,172.274
"7253",7253,15,0,0.5,0.674107142857143,0.6747738478,0.6747530335,0.6763142816,0.675201217,0.9186920515,1.999763376,288.416,144.136,171.931
"7254",7254,20,0,0.5,0.674107142857143,0.6757869315,0.6748513211,0.6757917807,0.6767242415,0.9384425316,2.000600253,287.901,144.054,171.679
"7255",7255,25,0,0.5,0.674107142857143,0.6741491644,0.6735334813,0.6742277542,0.6744487024,0.9583678123,1.997432605,286.477,143.437,171.112
"7256",7256,30,0,0.5,0.674107142857143,0.6744273203,0.6737653452,0.6766380995,0.6738683517,0.9693647279,2.00100381,287.962,143.928,171.847
"7257",7257,0,0,0.6,0.674107142857143,0.6739664015,0.673922807,0.6750178243,0.6675310959,0.4985042044,2.011796616,288.123,141.974,171.365
"7258",7258,1,0,0.6,0.674107142857143,0.674746285,0.6739401169,0.67178639,0.6988030521,0.6720834746,1.962069505,281.91,148.676,174.002
"7259",7259,5,0,0.6,0.674107142857143,0.6747607668,0.6747215605,0.6758711932,0.7237915807,0.8013958927,1.926700823,277.428,154.42,176.392
"7260",7260,10,0,0.6,0.674107142857143,0.6742758161,0.674726334,0.6740212059,0.7304155602,0.8609632527,1.90874558,273.132,155.329,175.983
"7261",7261,15,0,0.6,0.674107142857143,0.6741381105,0.6740910042,0.6744406514,0.7404284896,0.9142698439,1.894878562,272.3,158.019,177.527
"7262",7262,20,0,0.6,0.674107142857143,0.6741726009,0.6741393255,0.6730126739,0.7451785467,0.9367639579,1.891035578,271.367,158.758,177.694
"7263",7263,25,0,0.6,0.674107142857143,0.6736318821,0.6745185297,0.6737358794,0.7484324089,0.9588064353,1.881005519,270.92,160.037,178.487
"7264",7264,30,0,0.6,0.674107142857143,0.6750677845,0.6735325462,0.6728746631,0.7504878265,0.9677802608,1.88041983,271.751,160.687,178.859
"7265",7265,0,0,0.7,0.674107142857143,0.6739827952,0.6741778496,0.6751669556,0.6464393964,0.4988010114,2.036560462,291.415,137.642,172.039
"7266",7266,1,0,0.7,0.674107142857143,0.6744424802,0.6744849484,0.6741313623,0.7103329688,0.6732669867,1.940677972,278.069,151.103,176.798
"7267",7267,5,0,0.7,0.674107142857143,0.6737083259,0.6742609364,0.6749413953,0.7559991242,0.7999285525,1.870542801,269.279,161.778,181.352
"7268",7268,10,0,0.7,0.674107142857143,0.6739303346,0.6736147857,0.6735574888,0.7779560102,0.8600603712,1.831791409,262.487,165.446,181.815
"7269",7269,15,0,0.7,0.674107142857143,0.6736276289,0.6733345124,0.6736426942,0.7963718582,0.9140695256,1.806497726,259.524,170.014,184.022
"7270",7270,20,0,0.7,0.674107142857143,0.6744481171,0.6740946718,0.6737552766,0.8066593997,0.9354616172,1.788673841,258.128,172.24,184.803
"7271",7271,25,0,0.7,0.674107142857143,0.6736132566,0.6740269742,0.6744641249,0.8119253138,0.9582605559,1.780275782,255.026,172.806,184.61
"7272",7272,30,0,0.7,0.674107142857143,0.6742496215,0.6747128887,0.6764863574,0.8154327328,0.9691599815,1.77626818,254.024,173.283,184.387
"7273",7273,0,0,0.8,0.674107142857143,0.6752681139,0.6758039483,0.6742166345,0.6191446634,0.5000851141,2.104768399,303.936,132.124,174.66
"7274",7274,1,0,0.8,0.674107142857143,0.6738990993,0.6741585153,0.6742651111,0.7109884299,0.6727824876,1.942023224,279.606,152.095,181.58
"7275",7275,5,0,0.8,0.674107142857143,0.675926911,0.6753545166,0.6753795146,0.7820493175,0.7994267258,1.830198809,262.707,166.057,185.539
"7276",7276,10,0,0.8,0.674107142857143,0.6748056395,0.6763492899,0.6754939989,0.8174771564,0.8636222543,1.77410976,255.347,174.29,189.009
"7277",7277,15,0,0.8,0.674107142857143,0.6730698287,0.6721801643,0.6727511456,0.8427082516,0.9123897721,1.734098035,247.817,179.747,190.556
"7278",7278,20,0,0.8,0.674107142857143,0.6741774338,0.674246999,0.6757280157,0.8571495296,0.9371090991,1.709935663,246.54,183.384,192.458
"7279",7279,25,0,0.8,0.674107142857143,0.6728377675,0.6726166039,0.6730564047,0.8678602729,0.9574093363,1.694698601,241.828,184.301,191.747
"7280",7280,30,0,0.8,0.674107142857143,0.6737170076,0.6736623888,0.6716203599,0.8723277395,0.9648260224,1.686061181,242.239,186.007,192.927
"7281",7281,0,0,0.9,0.674107142857143,0.6736484407,0.6745955301,0.6719866657,0.5680836739,0.4997298392,2.178004761,313.815,121.07,175.927
"7282",7282,1,0,0.9,0.674107142857143,0.6745539511,0.6741360197,0.6752622871,0.7035882918,0.6774630039,1.957322242,281.218,149.692,185.303
"7283",7283,5,0,0.9,0.674107142857143,0.6736363195,0.6739315183,0.6739969927,0.7960003027,0.7986779259,1.814185698,260.639,170.07,192.767
"7284",7284,10,0,0.9,0.674107142857143,0.6748304906,0.6750625546,0.6745389943,0.8436506616,0.8623134046,1.731317687,249.017,179.784,195.527
"7285",7285,15,0,0.9,0.674107142857143,0.6744939275,0.6744510021,0.6750833718,0.8852265552,0.9163247582,1.6691192,239.936,188.717,198.775
"7286",7286,20,0,0.9,0.674107142857143,0.6751066819,0.674734506,0.6758482859,0.9028901318,0.9385559044,1.639432076,235.641,192.583,200.17
"7287",7287,25,0,0.9,0.674107142857143,0.6732704059,0.6730992457,0.6742099428,0.9177327474,0.9591414459,1.61848419,231.237,195.311,200.766
"7288",7288,30,0,0.9,0.674107142857143,0.6746181926,0.6750127129,0.6745474405,0.9263251002,0.9685141131,1.603369232,230.691,197.688,202.062
"7289",7289,0,0,1,0.674107142857143,0.6732271495,0.6733724863,0.6732458346,0.4984316199,0.4988351971,2.288081094,329.521,106.415,178.491
"7290",7290,1,0,1,0.674107142857143,0.675242734,0.6754141076,0.6733143311,0.6752837192,0.6751394242,2.011023817,290.455,144.103,190.938
"7291",7291,5,0,1,0.674107142857143,0.6741047845,0.673869747,0.6762412021,0.8007262161,0.800663197,1.810335312,259.235,170.352,198.93
"7292",7292,10,0,1,0.674107142857143,0.6746952013,0.675094584,0.676582909,0.8656158343,0.8653195288,1.708742176,245.114,184.172,203.631
"7293",7293,15,0,1,0.674107142857143,0.6737105942,0.6738921972,0.6743319439,0.9158343855,0.9157426545,1.622941625,233.033,195.351,207.427
"7294",7294,20,0,1,0.674107142857143,0.6746548869,0.6747206546,0.6756796609,0.9371630777,0.9371514129,1.588582007,228.274,199.761,208.899
"7295",7295,25,0,1,0.674107142857143,0.674643012,0.6745296991,0.67496385,0.9593604443,0.9594399243,1.551451213,223.088,204.958,210.823
"7296",7296,30,0,1,0.674107142857143,0.6733591932,0.6733925338,0.6725237223,0.9653165114,0.965448884,1.544257459,221.179,205.627,210.608
"7297",7297,0,0,0.5,0.678571428571428,0.6777660125,0.6784349842,0.6789340474,0.675930258,0.4995567079,2.005996823,288.568,143.799,171.664
"7298",7298,1,0,0.5,0.678571428571428,0.6789764462,0.6778848293,0.6775102814,0.6797444917,0.6778698156,1.998030018,289.057,144.659,172.051
"7299",7299,5,0,0.5,0.678571428571428,0.6786176863,0.678253057,0.6770947581,0.6801851736,0.8032230301,2.002334563,290.238,145.132,172.755
"7300",7300,10,0,0.5,0.678571428571428,0.6785127962,0.6788214125,0.6792135884,0.6787973504,0.8684564865,2.002603629,290.076,144.806,172.557
"7301",7301,15,0,0.5,0.678571428571428,0.6786835121,0.6783624149,0.6803933695,0.6763051139,0.9229156912,2.002569877,289.145,144.25,172.151
"7302",7302,20,0,0.5,0.678571428571428,0.6794426733,0.6792460317,0.6814488986,0.6800309683,0.9442056891,2.000358863,289.528,144.815,172.067
"7303",7303,25,0,0.5,0.678571428571428,0.6783833294,0.6779506614,0.6770617643,0.677135635,0.9605422083,1.997512119,288.01,144.047,171.808
"7304",7304,30,0,0.5,0.678571428571428,0.6785024631,0.678688219,0.6788075041,0.6787447615,0.9709684016,2.005309458,289.732,144.508,172.018
"7305",7305,0,0,0.6,0.678571428571428,0.6791090036,0.678050111,0.67958905,0.6708327572,0.5012532086,2.006184584,290.083,143.083,172.282
