"","simu","n_obs","mutation_rate","c","initial_trait_frequency","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","mean_nb_meetings","nb_meetings_1","nb_matings_1","nb_females_meeting_1"
"208",208,30,0,0.6,0.0178571428571429,0.017781353081,0.017933536445,0.017714578341,0.012070350776,0,1.680382337,6.491,2.574,6.355
"209",209,0,0,0.7,0.0178571428571429,0.017546265179,0.017502685594,0.017351490843,0.023432012133,0.5001244305,2.346646042,8.574,4.982,8.415
"210",210,1,0,0.7,0.0178571428571429,0.017944312744,0.018149330832,0.018236869703,0.008513366289,0.018002145423,1.47346077,5.601,1.813,5.468
"211",211,5,0,0.7,0.0178571428571429,0.017895667602,0.017896626256,0.017605586001,0.008009295763,7.5201123e-05,1.446807023,5.704,1.715,5.565
"212",212,10,0,0.7,0.0178571428571429,0.017572714564,0.017418833886,0.016935887866,0.007579071708,0,1.442943436,5.519,1.619,5.393
"213",213,15,0,0.7,0.0178571428571429,0.017801204635,0.017956141548,0.017603216109,0.007793233747,0,1.445656455,5.564,1.664,5.448
"214",214,20,0,0.7,0.0178571428571429,0.017703014556,0.017595133384,0.016885698722,0.007752128403,0,1.447856443,5.623,1.658,5.5
"215",215,25,0,0.7,0.0178571428571429,0.018107720164,0.018068253083,0.01773161363,0.00800082952,0,1.446625207,5.657,1.702,5.513
"216",216,30,0,0.7,0.0178571428571429,0.017792000559,0.018212443997,0.018190591982,0.008184484317,0,1.445216174,5.592,1.745,5.457
"217",217,0,0,0.8,0.0178571428571429,0.017863900439,0.018106808218,0.018433033754,0.036106624762,0.500832691,3.010219293,11.367,7.694,11.145
"218",218,1,0,0.8,0.0178571428571429,0.017725731241,0.0179616935,0.01826815772,0.005468299242,0.018380616271,1.331892238,4.947,1.164,4.844
"219",219,5,0,0.8,0.0178571428571429,0.018066129581,0.017799287588,0.017849635497,0.004511146848,0.000109337856,1.26908154,4.865,0.96,4.74
"220",220,10,0,0.8,0.0178571428571429,0.018231648759,0.018298701122,0.017844055271,0.004605853216,4.237288e-06,1.265978035,4.933,0.984,4.833
"221",221,15,0,0.8,0.0178571428571429,0.017890593151,0.017979654857,0.01779618243,0.00443430028,0,1.265467587,4.91,0.946,4.803
"222",222,20,0,0.8,0.0178571428571429,0.017950546853,0.018033654283,0.018374757689,0.004531052835,0,1.266950047,4.875,0.964,4.763
"223",223,25,0,0.8,0.0178571428571429,0.017903003478,0.017819715142,0.017308431111,0.004587124937,0,1.267599731,4.953,0.978,4.822
"224",224,30,0,0.8,0.0178571428571429,0.017950809893,0.017817158802,0.017561611706,0.004686062329,0,1.26926159,4.955,1.002,4.841
"225",225,0,0,0.9,0.0178571428571429,0.017714677743,0.017835269767,0.017607817542,0.068224198642,0.5005970898,4.971257241,18.013,14.552,17.706
"226",226,1,0,0.9,0.0178571428571429,0.017924862551,0.017949926768,0.018267164251,0.004271807325,0.017989154343,1.271373443,4.823,0.907,4.692
"227",227,5,0,0.9,0.0178571428571429,0.017800731978,0.017769328895,0.017694132805,0.002145215493,7.6002847e-05,1.13035271,4.255,0.457,4.15
"228",228,10,0,0.9,0.0178571428571429,0.01769340929,0.017440927574,0.017820661306,0.002006984484,4.385965e-06,1.12837736,4.233,0.428,4.139
"229",229,15,0,0.9,0.0178571428571429,0.017838754856,0.017911486054,0.017841639937,0.0018969222,0,1.128729474,4.259,0.404,4.157
"230",230,20,0,0.9,0.0178571428571429,0.01761251855,0.017733367734,0.017573017684,0.001986967793,0,1.128612281,4.323,0.423,4.225
"231",231,25,0,0.9,0.0178571428571429,0.017867295899,0.017789415066,0.017557685879,0.002067746145,0,1.128940946,4.402,0.443,4.318
"232",232,30,0,0.9,0.0178571428571429,0.017575865012,0.017433005548,0.017189320163,0.001961916327,0,1.128351367,4.226,0.419,4.121
"233",233,0,0,1,0.0178571428571429,0.017851327817,0.017850453889,0.017668794333,0.4848711779,0.4999682825,35.648594984,105.025,103.098,104.98
"234",234,1,0,1,0.0178571428571429,0.01755066724,0.017798375459,0.01724790385,0.016711715315,0.017179527708,2.20964826,7.368,3.56,7.267
"235",235,5,0,1,0.0178571428571429,0.017886195853,0.017930747667,0.017973418002,4.997498e-05,5.8896806e-05,1.026218583,3.821,0.011,3.731
"236",236,10,0,1,0.0178571428571429,0.017940820047,0.01782118154,0.017661043695,0,0,1.018595091,3.992,0,3.897
"237",237,15,0,1,0.0178571428571429,0.0175637264,0.017596396916,0.017642637641,0,0,1.01764447,3.771,0,3.7
"238",238,20,0,1,0.0178571428571429,0.017662791368,0.017687854297,0.017459053869,0,0,1.017840096,3.802,0,3.724
"239",239,25,0,1,0.0178571428571429,0.017911901341,0.017822829871,0.017799751588,0,0,1.018565795,3.957,0,3.862
"240",240,30,0,1,0.0178571428571429,0.017787397868,0.017729478691,0.018221304657,0,0,1.017975912,3.818,0,3.729
"241",241,0,0,0.5,0.0223214285714286,0.022224841256,0.021997741195,0.022353374331,0.02213369535,0.50073588,2.000096321,9.457,4.718,9.21
"242",242,1,0,0.5,0.0223214285714286,0.022332627786,0.022438145577,0.022838952358,0.022587228542,0.022472863274,2.002118526,9.604,4.819,9.353
"243",243,5,0,0.5,0.0223214285714286,0.022065558799,0.02232207941,0.021790820198,0.02271996179,0.000173320075,1.996452416,9.57,4.84,9.341
"244",244,10,0,0.5,0.0223214285714286,0.022192067213,0.022123997961,0.021367396707,0.022178017159,4.524887e-06,1.998493095,9.532,4.732,9.256
"245",245,15,0,0.5,0.0223214285714286,0.022265806508,0.022303041749,0.022244412009,0.022375519385,0,1.9960357,9.446,4.767,9.189
"246",246,20,0,0.5,0.0223214285714286,0.022217270913,0.021996701754,0.022153527336,0.022088716859,0,1.999317541,9.287,4.72,9.063
"247",247,25,0,0.5,0.0223214285714286,0.022367581208,0.022499324339,0.022701476391,0.022608471386,0,2.002563616,9.598,4.841,9.341
"248",248,30,0,0.5,0.0223214285714286,0.022386007875,0.022501543751,0.021927318598,0.022871074935,0,1.997553083,9.719,4.862,9.49
"249",249,0,0,0.6,0.0223214285714286,0.022595933133,0.022710450242,0.022550392953,0.024492296414,0.5015329,2.070820373,9.998,5.217,9.746
"250",250,1,0,0.6,0.0223214285714286,0.021968419894,0.021992700033,0.022540961082,0.014963663975,0.023218382002,1.699747663,8.035,3.198,7.824
"251",251,5,0,0.6,0.0223214285714286,0.022771260602,0.022548266372,0.022158617073,0.015521634748,0.00017932054,1.677380935,8.365,3.317,8.112
"252",252,10,0,0.6,0.0223214285714286,0.022037815144,0.0221322516,0.021573105173,0.014665853542,8.642574e-06,1.674344837,7.914,3.13,7.697
"253",253,15,0,0.6,0.0223214285714286,0.022411893996,0.022592239795,0.0225223166,0.014893549922,0,1.681616743,8.064,3.17,7.86
"254",254,20,0,0.6,0.0223214285714286,0.022468344554,0.022525625417,0.02223640864,0.015454977157,0,1.68468854,8.298,3.294,8.055
"255",255,25,0,0.6,0.0223214285714286,0.022373514061,0.022462044605,0.022600387324,0.01490206786,0,1.683329293,8.023,3.175,7.816
"256",256,30,0,0.6,0.0223214285714286,0.022115848534,0.022049325012,0.022383968915,0.014442278163,0,1.679188934,7.825,3.072,7.633
"257",257,0,0,0.7,0.0223214285714286,0.022392009328,0.02202437988,0.023163998916,0.029262998349,0.4998335058,2.34728238,10.88,6.226,10.604
"258",258,1,0,0.7,0.0223214285714286,0.022396378877,0.02204086923,0.022437635376,0.01065765767,0.022785532718,1.484331666,7.082,2.275,6.904
"259",259,5,0,0.7,0.0223214285714286,0.022340880271,0.022493980153,0.022162727632,0.00954757525,0.000147688908,1.448237621,6.935,2.035,6.748
"260",260,10,0,0.7,0.0223214285714286,0.022084325689,0.021632933577,0.022139087158,0.009572245024,0,1.446432729,6.672,2.036,6.495
"261",261,15,0,0.7,0.0223214285714286,0.022433465131,0.022535576049,0.022142463626,0.010077881266,0,1.443781502,6.972,2.144,6.781
"262",262,20,0,0.7,0.0223214285714286,0.022301209563,0.022360927134,0.022019898229,0.010018449464,0,1.447883785,7.008,2.138,6.822
"263",263,25,0,0.7,0.0223214285714286,0.022468348707,0.022548538652,0.02200399716,0.009369300175,0,1.446455241,6.903,1.999,6.73
"264",264,30,0,0.7,0.0223214285714286,0.022011190186,0.022101501704,0.021976405271,0.009673427656,0,1.446314908,6.809,2.057,6.627
"265",265,0,0,0.8,0.0223214285714286,0.022550774741,0.022764065369,0.022579532862,0.044174845143,0.4977664535,2.971126291,14.156,9.444,13.85
"266",266,1,0,0.8,0.0223214285714286,0.022643428346,0.022341910588,0.022329835543,0.007326970457,0.022449169079,1.347669101,6.496,1.561,6.356
"267",267,5,0,0.8,0.0223214285714286,0.022148504106,0.022258209347,0.021290528179,0.005646647049,0.00015660275,1.273454141,6.17,1.205,5.998
"268",268,10,0,0.8,0.0223214285714286,0.021838937517,0.021700262753,0.021350667527,0.005554629661,4.081633e-06,1.271118842,6.036,1.187,5.888
"269",269,15,0,0.8,0.0223214285714286,0.022182307864,0.022179166926,0.021988042253,0.005687960649,0,1.273717038,6.012,1.211,5.851
"270",270,20,0,0.8,0.0223214285714286,0.022362881687,0.02219014155,0.022221380575,0.005509979468,0,1.273486854,6.038,1.175,5.9
"271",271,25,0,0.8,0.0223214285714286,0.0225050261,0.022341974492,0.022600542675,0.005725855546,0,1.274974834,6.219,1.218,6.032
"272",272,30,0,0.8,0.0223214285714286,0.022450013911,0.022235812513,0.022271963621,0.006024458565,0,1.269898624,6.146,1.279,5.973
"273",273,0,0,0.9,0.0223214285714286,0.022353896611,0.022307221907,0.022183663876,0.084253513044,0.5004895449,4.823585499,22.314,17.91,21.848
"274",274,1,0,0.9,0.0223214285714286,0.022608743753,0.022660649368,0.022565872508,0.006205758032,0.022295563117,1.299058453,6.183,1.328,6.015
"275",275,5,0,0.9,0.0223214285714286,0.021845803607,0.021910163235,0.02203018832,0.002620192598,0.000182091553,1.134323947,5.386,0.559,5.268
"276",276,10,0,0.9,0.0223214285714286,0.022511250371,0.022485085683,0.022119687558,0.002633145306,4.048583e-06,1.134064736,5.507,0.562,5.357
"277",277,15,0,0.9,0.0223214285714286,0.022220882217,0.022190412269,0.021933979113,0.002588861073,0,1.133652218,5.351,0.552,5.215
"278",278,20,0,0.9,0.0223214285714286,0.022432720056,0.022486231725,0.022015949896,0.002611563901,0,1.13424757,5.436,0.558,5.292
"279",279,25,0,0.9,0.0223214285714286,0.022164006707,0.021955428132,0.02185497705,0.002489679007,0,1.133552282,5.355,0.53,5.212
"280",280,30,0,0.9,0.0223214285714286,0.022267554185,0.02225384043,0.022455792898,0.002349631234,0,1.133554896,5.256,0.499,5.123
"281",281,0,0,1,0.0223214285714286,0.022092432448,0.022368277747,0.022381546646,0.4934396903,0.4994818017,29.57961004,107.434,105.071,107.37
"282",282,1,0,1,0.0223214285714286,0.022268238089,0.022152173631,0.021780537769,0.022384424245,0.022442126988,2.278329624,9.517,4.759,9.394
"283",283,5,0,1,0.0223214285714286,0.022579244651,0.022645178698,0.02233418243,0.000211173178,0.000209957304,1.035243509,4.933,0.045,4.786
"284",284,10,0,1,0.0223214285714286,0.022068305794,0.021866895914,0.022086353879,5.154639e-06,4.545455e-06,1.022790978,4.83,0.001,4.712
"285",285,15,0,1,0.0223214285714286,0.02264221566,0.02228727138,0.022205859178,0,0,1.023291808,4.955,0,4.826
"286",286,20,0,1,0.0223214285714286,0.022209721736,0.022702912131,0.022305873262,0,0,1.023086495,4.927,0,4.787
"287",287,25,0,1,0.0223214285714286,0.02231714591,0.022099612023,0.022452442408,0,0,1.023110952,4.951,0,4.831
"288",288,30,0,1,0.0223214285714286,0.022335933112,0.02232664046,0.021878726835,0,0,1.022835155,4.858,0,4.738
"289",289,0,0,0.5,0.0267857142857143,0.027423911503,0.027365616901,0.02745000774,0.027356144829,0.4998769668,1.999966648,11.813,5.833,11.439
"290",290,1,0,0.5,0.0267857142857143,0.026616591698,0.026487448467,0.025958156254,0.027408181723,0.025857720727,2.003211191,11.409,5.816,11.055
"291",291,5,0,0.5,0.0267857142857143,0.026952135224,0.027019640264,0.026876050245,0.027101935658,0.000284502904,2.003292099,11.504,5.783,11.167
"292",292,10,0,0.5,0.0267857142857143,0.026574355767,0.02700448661,0.02626163011,0.026945046683,0,1.997501149,11.498,5.753,11.125
"293",293,15,0,0.5,0.0267857142857143,0.027025349027,0.026667106508,0.027185521418,0.027052919682,0,2.003662403,11.551,5.775,11.184
"294",294,20,0,0.5,0.0267857142857143,0.026931640409,0.026937279002,0.026390239531,0.026898014616,0,2.000762951,11.401,5.735,11.038
"295",295,25,0,0.5,0.0267857142857143,0.026843492796,0.026533662816,0.026468571086,0.026473714041,0,1.997727426,11.343,5.628,10.998
"296",296,30,0,0.5,0.0267857142857143,0.026470724451,0.026848973638,0.026407811028,0.027371980901,0,2.001106155,11.581,5.838,11.213
"297",297,0,0,0.6,0.0267857142857143,0.027001851561,0.026774649941,0.026800733297,0.028910809139,0.4995814503,2.079212412,11.944,6.159,11.593
"298",298,1,0,0.6,0.0267857142857143,0.02673701609,0.026406966891,0.025893614745,0.01866727985,0.026158442607,1.700861382,9.637,3.969,9.32
"299",299,5,0,0.6,0.0267857142857143,0.026997295107,0.026883038802,0.027070003373,0.018124269186,0.000281676672,1.687967836,9.825,3.874,9.471
"300",300,10,0,0.6,0.0267857142857143,0.026695865292,0.026538920165,0.026593507895,0.018253581441,0,1.682609406,9.598,3.895,9.3
"301",301,15,0,0.6,0.0267857142857143,0.026454227329,0.026577136134,0.026884565905,0.0176761188,0,1.680386663,9.331,3.759,9.055
"302",302,20,0,0.6,0.0267857142857143,0.026957524086,0.026751756127,0.026684361069,0.018674003741,0,1.678471009,9.747,3.981,9.449
"303",303,25,0,0.6,0.0267857142857143,0.026569810077,0.026731773093,0.026926101638,0.01779271012,0,1.680542229,9.391,3.792,9.099
"304",304,30,0,0.6,0.0267857142857143,0.027049386629,0.027008540897,0.026832221926,0.01840309957,0,1.678079573,9.766,3.915,9.467
"305",305,0,0,0.7,0.0267857142857143,0.026783544418,0.026781515253,0.02741308258,0.034435988279,0.4989695393,2.347002178,13.093,7.353,12.693
"306",306,1,0,0.7,0.0267857142857143,0.027041884727,0.02691963103,0.027104782333,0.01332136157,0.026879211417,1.498617488,8.665,2.854,8.395
"307",307,5,0,0.7,0.0267857142857143,0.026664162667,0.026884116413,0.026773904062,0.011558584543,0.000260102098,1.45249416,8.272,2.468,8.033
"308",308,10,0,0.7,0.0267857142857143,0.026515214066,0.026790211576,0.026831456062,0.01151301051,4.524887e-06,1.451508549,8.3,2.46,8.084
"309",309,15,0,0.7,0.0267857142857143,0.026674900436,0.026322979299,0.026217655568,0.01159273884,0,1.452625634,8.33,2.481,8.07
"310",310,20,0,0.7,0.0267857142857143,0.026610989878,0.026522425744,0.026559053205,0.011582928688,0,1.448643851,8.203,2.467,7.97
"311",311,25,0,0.7,0.0267857142857143,0.026673305809,0.02672131192,0.026567031129,0.011135003219,0,1.450427286,8.216,2.377,7.953
"312",312,30,0,0.7,0.0267857142857143,0.026690575984,0.026617121044,0.027209097904,0.011752901409,0,1.450874534,8.268,2.502,7.984
"313",313,0,0,0.8,0.0267857142857143,0.026853785218,0.027004028902,0.027652379895,0.052117839519,0.4987769258,2.956475786,16.498,11.091,16.007
"314",314,1,0,0.8,0.0267857142857143,0.027197707419,0.026929999681,0.026118786407,0.00932928673,0.026497740149,1.364872189,7.862,1.979,7.635
"315",315,5,0,0.8,0.0267857142857143,0.026428793487,0.026520683107,0.026406429894,0.006897684527,0.000264586232,1.277716746,7.355,1.473,7.094
"316",316,10,0,0.8,0.0267857142857143,0.026651456264,0.026749875804,0.026453425124,0.006969740746,4.166667e-06,1.277433257,7.323,1.491,7.082
"317",317,15,0,0.8,0.0267857142857143,0.026729101762,0.02695524562,0.026451675645,0.006477005295,0,1.278631661,7.192,1.381,7.009
"318",318,20,0,0.8,0.0267857142857143,0.026631016026,0.026497920863,0.026468969217,0.006831027695,0,1.273977991,7.154,1.455,6.929
"319",319,25,0,0.8,0.0267857142857143,0.02702234889,0.027281870658,0.027175416441,0.006921418181,0,1.274835376,7.402,1.477,7.166
"320",320,30,0,0.8,0.0267857142857143,0.026457053144,0.026470653593,0.026358117947,0.007063084421,0,1.275788501,7.279,1.51,7.06
"321",321,0,0,0.9,0.0267857142857143,0.026589269641,0.026837093192,0.025926497192,0.097260570759,0.4994736608,4.675550697,26.023,20.749,25.375
"322",322,1,0,0.9,0.0267857142857143,0.027069422276,0.026806491644,0.026876516703,0.008292022542,0.026685931499,1.329563518,7.72,1.765,7.463
"323",323,5,0,0.9,0.0267857142857143,0.026947936475,0.027050713267,0.027730473566,0.003061953173,0.000274907286,1.138342447,6.38,0.655,6.193
"324",324,10,0,0.9,0.0267857142857143,0.026960218717,0.027020230001,0.027116078724,0.003327975066,1.2790067e-05,1.139637416,6.677,0.71,6.457
"325",325,15,0,0.9,0.0267857142857143,0.026747360451,0.027002841242,0.027038386751,0.003160710569,0,1.138089348,6.525,0.673,6.319
"326",326,20,0,0.9,0.0267857142857143,0.02660327099,0.026407677874,0.026664698576,0.003029059846,0,1.137899241,6.565,0.648,6.383
"327",327,25,0,0.9,0.0267857142857143,0.026459410792,0.026665546935,0.027038966452,0.002842126852,0,1.137235052,6.409,0.607,6.206
"328",328,30,0,0.9,0.0267857142857143,0.026743201349,0.02672848334,0.026994243073,0.00306466569,0,1.137646523,6.537,0.656,6.33
"329",329,0,0,1,0.0267857142857143,0.026908726493,0.026871396309,0.026611014848,0.498462883,0.50086431,23.22618532,109.063,106.056,108.966
"330",330,1,0,1,0.0267857142857143,0.02681876295,0.02688380416,0.027061279366,0.026917879913,0.027235345966,2.260159187,11.632,5.753,11.44
"331",331,5,0,1,0.0267857142857143,0.026952390459,0.026750264895,0.026864657361,0.000212679035,0.00022177161,1.038513036,5.982,0.046,5.78
"332",332,10,0,1,0.0267857142857143,0.026864178201,0.026711522439,0.027236911596,1.3887794e-05,1.6500964e-05,1.027752303,5.849,0.003,5.645
"333",333,15,0,1,0.0267857142857143,0.026653960111,0.026868918032,0.026644184339,0,0,1.02742133,5.837,0,5.644
"334",334,20,0,1,0.0267857142857143,0.026924322915,0.026773386923,0.026621782978,0,0,1.0274198,5.847,0,5.651
"335",335,25,0,1,0.0267857142857143,0.027267037696,0.027320209787,0.026854063608,0,0,1.028483551,6.085,0,5.886
"336",336,30,0,1,0.0267857142857143,0.026848174756,0.026724641569,0.026254133343,0,0,1.027598449,5.87,0,5.694
"337",337,0,0,0.5,0.03125,0.030640653721,0.030632951333,0.030481886614,0.030184106186,0.5002586022,2.001172287,12.992,6.415,12.537
"338",338,1,0,0.5,0.03125,0.03180978611,0.031654569905,0.032230485306,0.032028738688,0.032272306138,2.000662873,13.664,6.822,13.19
"339",339,5,0,0.5,0.03125,0.03129049508,0.031151049318,0.031149405148,0.031190169606,0.00044169765,2.00193929,13.272,6.667,12.81
"340",340,10,0,0.5,0.03125,0.031198941569,0.031533717427,0.031185336004,0.030701693121,4.201681e-06,1.999440587,13.201,6.551,12.734
"341",341,15,0,0.5,0.03125,0.03117051338,0.031490171739,0.031803968915,0.031560105229,0,2.004687093,13.4,6.714,12.958
"342",342,20,0,0.5,0.03125,0.03104605196,0.030995245755,0.031145749975,0.031303683761,0,2.003631591,13.363,6.664,12.86
"343",343,25,0,0.5,0.03125,0.03143416176,0.031483290841,0.031790666529,0.031515415361,0,2.002564512,13.469,6.708,12.993
"344",344,30,0,0.5,0.03125,0.03156730418,0.031398293848,0.031665862141,0.031640206204,0,1.996763681,13.436,6.763,12.964
"345",345,0,0,0.6,0.03125,0.03106242184,0.030975551174,0.031651574208,0.032686677499,0.5004118868,2.070008595,13.488,6.973,13.029
"346",346,1,0,0.6,0.03125,0.031366253827,0.03132028849,0.031524822391,0.02192417996,0.031595504298,1.708762416,11.447,4.67,11.055
"347",347,5,0,0.6,0.03125,0.03126049588,0.031504646232,0.031312517185,0.021073391002,0.000441765525,1.68445783,11.153,4.482,10.744
"348",348,10,0,0.6,0.03125,0.030752418885,0.030793182777,0.029602701023,0.021850424401,4.273504e-06,1.683326305,11.433,4.661,11.046
"349",349,15,0,0.6,0.03125,0.031397907254,0.031077415573,0.03065913087,0.021359690945,0,1.68281167,11.321,4.552,10.916
"350",350,20,0,0.6,0.03125,0.03107317399,0.031205978304,0.030957394114,0.021184215831,0,1.686887043,11.289,4.522,10.91
"351",351,25,0,0.6,0.03125,0.03111796567,0.031070485802,0.031056123517,0.021443447806,0,1.682750047,11.267,4.574,10.866
"352",352,30,0,0.6,0.03125,0.031260088983,0.0314365848,0.031393610702,0.021491686396,0,1.686731537,11.263,4.572,10.858
"353",353,0,0,0.7,0.03125,0.03083150603,0.030987178773,0.031111568106,0.039509957312,0.4992821361,2.327054637,14.873,8.429,14.351
"354",354,1,0,0.7,0.03125,0.03115780921,0.031386685117,0.031158450164,0.01523970726,0.031411644887,1.511463192,10.257,3.258,9.882
"355",355,5,0,0.7,0.03125,0.031572653932,0.031508104239,0.031908745822,0.013857198856,0.000453528073,1.451568807,9.752,2.955,9.401
"356",356,10,0,0.7,0.03125,0.031250393686,0.031504800377,0.031223940656,0.013830385121,3.984064e-06,1.456782176,9.625,2.945,9.295
"357",357,15,0,0.7,0.03125,0.0307800999,0.030891513896,0.030442283872,0.013461653671,0,1.453659685,9.636,2.86,9.324
"358",358,20,0,0.7,0.03125,0.03119360777,0.03132243819,0.030852844865,0.013443953115,0,1.454630318,9.661,2.861,9.316
"359",359,25,0,0.7,0.03125,0.03119445033,0.030805026133,0.031364108594,0.013294999258,0,1.452353137,9.542,2.836,9.199
"360",360,30,0,0.7,0.03125,0.03097348035,0.030819825036,0.030245972828,0.013406119417,0,1.456533449,9.594,2.863,9.264
"361",361,0,0,0.8,0.03125,0.03151949011,0.031566612676,0.031947693333,0.059471850897,0.4995823787,2.925380259,19.007,12.665,18.442
"362",362,1,0,0.8,0.03125,0.03125146653,0.031453160666,0.031473963468,0.011690336229,0.031537649332,1.384726463,9.327,2.492,9.008
"363",363,5,0,0.8,0.03125,0.03092349259,0.030716705893,0.030883675539,0.008316006715,0.000406943822,1.280398272,8.597,1.771,8.287
"364",364,10,0,0.8,0.03125,0.031330950646,0.031727924022,0.031156902916,0.008323229352,7.957602e-06,1.280829417,8.728,1.77,8.415
"365",365,15,0,0.8,0.03125,0.031545607722,0.031874187801,0.032673318426,0.008558285372,0,1.279556451,8.713,1.828,8.405
"366",366,20,0,0.8,0.03125,0.031102501599,0.031254600514,0.03076026029,0.008032983102,0,1.279330609,8.547,1.714,8.224
"367",367,25,0,0.8,0.03125,0.031337815012,0.031342915118,0.031427985151,0.008067874249,0,1.281285209,8.643,1.719,8.334
"368",368,30,0,0.8,0.03125,0.031439101279,0.030955381768,0.030501653675,0.008070809879,0,1.281217306,8.714,1.721,8.42
"369",369,0,0,0.9,0.03125,0.031101305073,0.03120529235,0.031015609441,0.11218807797,0.5015451033,4.627824009,30.052,23.92,29.207
"370",370,1,0,0.9,0.03125,0.031148072076,0.031194078978,0.030918229311,0.010482860344,0.030924864727,1.358297586,9.079,2.242,8.762
