;simu;n_obs;mutation_rate;c;ageing;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
98;1;1;0.1;0.5;0.1;98;104;0.3658537;199;223.4808;1;3
99;1;1;0.1;0.5;0.1;99;101;0.4518519;218;223.8515;1;0
100;1;1;0.1;0.5;0.1;100;109;0.5446809;207;224.9541;1;8
101;2;3;0.1;0.5;0.1;1;103;0.4744186;230;224.2136;3;2
102;2;3;0.1;0.5;0.1;2;121;0.3516949;240;224.8099;3;20
103;2;3;0.1;0.5;0.1;3;101;0.5267857;226;224.3564;3;0
104;2;3;0.1;0.5;0.1;4;102;0.4219409;235;225.3235;3;1
105;2;3;0.1;0.5;0.1;5;101;0.5066079;242;224.2871;3;0
106;2;3;0.1;0.5;0.1;6;105;0.600939;219;223.4952;3;4
107;2;3;0.1;0.5;0.1;7;101;0.440678;188;223.4455;3;0
108;2;3;0.1;0.5;0.1;8;101;0.4465116;217;224.5248;3;0
109;2;3;0.1;0.5;0.1;9;103;0.4549763;204;223.7573;3;2
110;2;3;0.1;0.5;0.1;10;101;0.4557522;221;221.3762;3;0
111;2;3;0.1;0.5;0.1;11;123;0.3930348;237;223.5528;3;22
112;2;3;0.1;0.5;0.1;12;101;0.4248927;228;224.5248;3;0
113;2;3;0.1;0.5;0.1;13;101;0.5381356;216;225.0495;3;0
114;2;3;0.1;0.5;0.1;14;104;0.470297;234;222.75;3;3
115;2;3;0.1;0.5;0.1;15;106;0.520202;259;224.4245;3;5
116;2;3;0.1;0.5;0.1;16;103;0.4585153;231;222.1845;3;2
117;2;3;0.1;0.5;0.1;17;101;0.5528846;224;222.5347;3;0
118;2;3;0.1;0.5;0.1;18;101;0.6510638;226;223.9208;3;0
119;2;3;0.1;0.5;0.1;19;101;0.5805085;215;223.3267;3;0
120;2;3;0.1;0.5;0.1;20;105;0.5021834;247;224.7524;3;4
121;2;3;0.1;0.5;0.1;21;101;0.5884956;226;222.9406;3;0
122;2;3;0.1;0.5;0.1;22;101;0.5897436;206;224.0792;3;0
123;2;3;0.1;0.5;0.1;23;102;0.4170213;220;222.7745;3;1
124;2;3;0.1;0.5;0.1;24;101;0.5365854;207;225.4257;3;0
125;2;3;0.1;0.5;0.1;25;123;0.4017094;225;224.0569;3;22
126;2;3;0.1;0.5;0.1;26;104;0.4788732;236;224.1442;3;3
127;2;3;0.1;0.5;0.1;27;104;0.4178404;234;224.4615;3;3
128;2;3;0.1;0.5;0.1;28;107;0.3839286;226;223.215;3;6
129;2;3;0.1;0.5;0.1;29;104;0.4977376;218;222.1538;3;3
130;2;3;0.1;0.5;0.1;30;111;0.4333333;228;222.7838;3;10
131;2;3;0.1;0.5;0.1;31;109;0.4841629;225;223.4862;3;8
132;2;3;0.1;0.5;0.1;32;101;0.3855932;219;223.3663;3;0
133;2;3;0.1;0.5;0.1;33;101;0.5555556;234;224.0594;3;0
134;2;3;0.1;0.5;0.1;34;105;0.497561;222;223.0952;3;4
135;2;3;0.1;0.5;0.1;35;101;0.5046296;214;223.1683;3;0
136;2;3;0.1;0.5;0.1;36;101;0.4955357;219;224.6832;3;0
137;2;3;0.1;0.5;0.1;37;103;0.4315789;222;222.6796;3;2
138;2;3;0.1;0.5;0.1;38;104;0.481982;217;222.9615;3;3
139;2;3;0.1;0.5;0.1;39;101;0.5117371;208;225.5743;3;0
140;2;3;0.1;0.5;0.1;40;102;0.602459;212;223.8137;3;1
141;2;3;0.1;0.5;0.1;41;101;0.5384615;226;225.2772;3;0
142;2;3;0.1;0.5;0.1;42;101;0.5211268;209;223.2871;3;0
143;2;3;0.1;0.5;0.1;43;105;0.4125561;208;223.419;3;4
144;2;3;0.1;0.5;0.1;44;101;0.5215311;224;222.9208;3;0
145;2;3;0.1;0.5;0.1;45;122;0.6017699;216;223.4344;3;21
