"","X","simu","n_obs","mutation_rate","c","initial_trait_frequency","replicate","male_trait_first","male_trait_last","female_choice_first","female_choice_last","female_preference_last","mean_nb_meetings","nb_meetings_1","nb_matings_1","nb_females_meeting_1","nb_meetings_1_pref_1","nb_meetings_1_pref_0","nb_females_pref1","nb_females_pref0","nb_repro_last","nb_females_meeting1_and_pref1","nb_females_meeting1_and_pref0","nb_matings1_over_nb_meetings1","c_num","conditional_proba_fx","conditional_proba_bis"
"7722",NA,7722,"1",0,"1",0.714285714285714,NA,0.7140789485,0.7144539975,0.7162062053,0.7176725215,0.71773943,2.0005257,304.097,152.656,195.519,NA,NA,NA,NA,NA,NA,NA,0.511154436251258,1,NA,NA
"7723",NA,7723,"5",0,"1",0.714285714285714,NA,0.7144688074,0.7145779306,0.7140162706,0.851916528,0.8515535561,1.720087929,262.985,181.891,204.567,NA,NA,NA,NA,NA,NA,NA,0.703071875382927,1,NA,NA
"7724",NA,7724,"10",0,"1",0.714285714285714,NA,0.7141329243,0.7134235115,0.7132979212,0.9137400899,0.9137901551,1.589610625,241.007,194.641,207.687,NA,NA,NA,NA,NA,NA,NA,0.816929530496895,1,NA,NA
"7725",NA,7725,"15",0,"1",0.714285714285714,NA,0.7139693211,0.7137283061,0.7124922759,0.9567385948,0.9565074519,1.495045484,227.573,203.919,210.43,NA,NA,NA,NA,NA,NA,NA,0.901879125260526,1,NA,NA
"7726",NA,7726,"20",0,"1",0.714285714285714,NA,0.713442262,0.7136339887,0.7140711424,0.9712265272,0.9712471147,1.46112025,222.284,207.079,211.439,NA,NA,NA,NA,NA,NA,NA,0.935903414015459,1,NA,NA
"7727",NA,7727,"25",0,"1",0.714285714285714,NA,0.7152875323,0.7152786353,0.7159362567,0.984772958,0.984769595,1.435355815,218.86,210.413,212.739,NA,NA,NA,NA,NA,NA,NA,0.964144343826754,1,NA,NA
"7728",NA,7728,"30",0,"1",0.714285714285714,NA,0.713192391,0.7134102566,0.7112266779,0.9877961568,0.9877636068,1.430996276,217.665,211.138,213.035,NA,NA,NA,NA,NA,NA,NA,0.97178213978589,1,NA,NA
"7729",NA,7729,"0",0,"0.5",0.71875,NA,0.7185126974,0.7185206969,0.71872844,0.7174484019,0.5001475922,2.004750493,306.101,152.697,177.872,NA,NA,NA,NA,NA,NA,NA,0.499913893737094,0.5,NA,NA
"7730",NA,7730,"1",0,"0.5",0.71875,NA,0.7178874355,0.7182363046,0.7174995026,0.7206004601,0.7176096149,1.998269423,307.466,153.987,178.841,NA,NA,NA,NA,NA,NA,NA,0.502094963026061,0.5,NA,NA
"7731",NA,7731,"5",0,"0.5",0.71875,NA,0.718914522,0.719503079,0.7189254208,0.7202271646,0.8586034964,1.99915217,307.022,153.638,178.52,NA,NA,NA,NA,NA,NA,NA,0.501701807239694,0.5,NA,NA
"7732",NA,7732,"10",0,"0.5",0.71875,NA,0.718489182,0.7183774681,0.7186393373,0.7170847931,0.9173850509,2.006241532,307.152,152.736,177.953,NA,NA,NA,NA,NA,NA,NA,0.498368777564489,0.5,NA,NA
"7733",NA,7733,"15",0,"0.5",0.71875,NA,0.7180926184,0.7177201472,0.7167988309,0.7191839926,0.9584094858,2.001631599,306.717,153.282,178.273,NA,NA,NA,NA,NA,NA,NA,0.500847494003488,0.5,NA,NA
"7734",NA,7734,"20",0,"0.5",0.71875,NA,0.7185562222,0.7184011168,0.7190091411,0.7180764885,0.975469126,1.998820167,306.354,153.14,178.258,NA,NA,NA,NA,NA,NA,NA,0.501020861658186,0.5,NA,NA
"7735",NA,7735,"25",0,"0.5",0.71875,NA,0.7195982073,0.721203371,0.7189512588,0.7207802223,0.9864388775,1.997287694,306.813,153.567,178.475,NA,NA,NA,NA,NA,NA,NA,0.501726428122981,0.5,NA,NA
"7736",NA,7736,"30",0,"0.5",0.71875,NA,0.7177783613,0.7184039152,0.716782399,0.717514813,0.9898379087,1.999873793,306.602,153.199,178.421,NA,NA,NA,NA,NA,NA,NA,0.500755362634656,0.5,NA,NA
"7737",NA,7737,"0",0,"0.6",0.71875,NA,0.719107321,0.7202557903,0.7193967142,0.7129547096,0.4992336934,2.017406355,310.731,152.439,179.182,NA,NA,NA,NA,NA,NA,NA,0.492074531868453,0.6,NA,NA
"7738",NA,7738,"1",0,"0.6",0.71875,NA,0.7182293884,0.7185613706,0.7176363362,0.7470261294,0.7169723208,1.937545472,296.898,159.255,180.867,NA,NA,NA,NA,NA,NA,NA,0.537550806911963,0.6,NA,NA
"7739",NA,7739,"5",0,"0.6",0.71875,NA,0.7186582437,0.7178271769,0.7171162139,0.7695226601,0.8566296779,1.895837214,289.136,163.597,182.24,NA,NA,NA,NA,NA,NA,NA,0.567105906370819,0.6,NA,NA
"7740",NA,7740,"10",0,"0.6",0.71875,NA,0.7177588784,0.7173563017,0.7179914278,0.7781451753,0.9184690434,1.86669177,285.552,165.912,183.077,NA,NA,NA,NA,NA,NA,NA,0.582269765154099,0.6,NA,NA
"7741",NA,7741,"15",0,"0.6",0.71875,NA,0.7180980146,0.7188769595,0.7189570732,0.7853984914,0.9610368566,1.850787654,282.492,167.066,183.281,NA,NA,NA,NA,NA,NA,NA,0.592462787406634,0.6,NA,NA
"7742",NA,7742,"20",0,"0.6",0.71875,NA,0.7195188683,0.7187698395,0.7176480204,0.7915126073,0.9748305876,1.84589403,283.018,168.494,184.042,NA,NA,NA,NA,NA,NA,NA,0.59668690925621,0.6,NA,NA
"7743",NA,7743,"25",0,"0.6",0.71875,NA,0.7183907589,0.7194105019,0.7178430273,0.7906547739,0.9869633911,1.844738704,282.12,168.36,183.793,NA,NA,NA,NA,NA,NA,NA,0.597785654979545,0.6,NA,NA
"7744",NA,7744,"30",0,"0.6",0.71875,NA,0.7192925927,0.7188865397,0.7202506796,0.7923713125,0.9912339971,1.843155395,282.601,168.943,184.217,NA,NA,NA,NA,NA,NA,NA,0.598853816157558,0.6,NA,NA
"7745",NA,7745,"0",0,"0.7",0.71875,NA,0.7174404014,0.7185053706,0.7159993555,0.6904257511,0.5003444974,2.067866524,317.397,147.368,179.351,NA,NA,NA,NA,NA,NA,NA,0.466203127908865,0.7,NA,NA
"7746",NA,7746,"1",0,"0.7",0.71875,NA,0.7183850208,0.7182395576,0.7195109492,0.7621745828,0.7191218389,1.910805458,292.584,162.552,184.29,NA,NA,NA,NA,NA,NA,NA,0.557541685405527,0.7,NA,NA
"7747",NA,7747,"5",0,"0.7",0.71875,NA,0.7192292645,0.7193691092,0.7206693282,0.8096630032,0.8606982401,1.804846148,276.957,173.037,187.888,NA,NA,NA,NA,NA,NA,NA,0.626733539392103,0.7,NA,NA
"7748",NA,7748,"10",0,"0.7",0.71875,NA,0.7181531261,0.71808404,0.7165443237,0.8292243946,0.9162480347,1.76338657,269.993,176.46,188.558,NA,NA,NA,NA,NA,NA,NA,0.655345352707542,0.7,NA,NA
"7749",NA,7749,"15",0,"0.7",0.71875,NA,0.7183776474,0.7171040159,0.7194512504,0.8419354961,0.9617361399,1.731501108,264.479,179.485,189.551,NA,NA,NA,NA,NA,NA,NA,0.679907469001053,0.7,NA,NA
"7750",NA,7750,"20",0,"0.7",0.71875,NA,0.7186801387,0.718240838,0.7198270217,0.8489362753,0.975765175,1.718892487,263.004,180.657,189.892,NA,NA,NA,NA,NA,NA,NA,0.688086825787177,0.7,NA,NA
"7751",NA,7751,"25",0,"0.7",0.71875,NA,0.719451495,0.7189747695,0.718053742,0.8527884405,0.9862105743,1.709472921,261.909,181.587,190.273,NA,NA,NA,NA,NA,NA,NA,0.694441810817791,0.7,NA,NA
"7752",NA,7752,"30",0,"0.7",0.71875,NA,0.7185725405,0.7187844368,0.7187806766,0.8526738082,0.990757901,1.709630173,260.666,181.198,189.855,NA,NA,NA,NA,NA,NA,NA,0.696255623719203,0.7,NA,NA
"7753",NA,7753,"0",0,"0.8",0.71875,NA,0.719527026,0.7183790646,0.7169162971,0.6512821164,0.5006889486,2.155939552,330.135,138.634,180.035,NA,NA,NA,NA,NA,NA,NA,0.422294672092894,0.8,NA,NA
"7754",NA,7754,"1",0,"0.8",0.71875,NA,0.7186557637,0.7185197243,0.719626774,0.7647019587,0.7199025292,1.903210192,292.125,163.373,188.018,NA,NA,NA,NA,NA,NA,NA,0.56255668850801,0.8,NA,NA
"7755",NA,7755,"5",0,"0.8",0.71875,NA,0.7186842553,0.7193366216,0.719252252,0.8369224347,0.8587501891,1.746676328,267.192,178.414,192.577,NA,NA,NA,NA,NA,NA,NA,0.670897066271354,0.8,NA,NA
"7756",NA,7756,"10",0,"0.8",0.71875,NA,0.7188488253,0.7189074427,0.7205522168,0.8678831553,0.920206982,1.680612768,256.404,184.761,194.548,NA,NA,NA,NA,NA,NA,NA,0.723364496574848,0.8,NA,NA
"7757",NA,7757,"15",0,"0.8",0.71875,NA,0.7194883882,0.7193634853,0.7201890355,0.8902979937,0.9615208738,1.629844105,249.387,189.901,196.323,NA,NA,NA,NA,NA,NA,NA,0.763469056089082,0.8,NA,NA
"7758",NA,7758,"20",0,"0.8",0.71875,NA,0.7183696276,0.717804418,0.7177951347,0.8958436459,0.9739526722,1.614447427,246.501,190.74,196.165,NA,NA,NA,NA,NA,NA,NA,0.775529413441931,0.8,NA,NA
"7759",NA,7759,"25",0,"0.8",0.71875,NA,0.7191773703,0.7190580298,0.7198477115,0.9029978687,0.9869670445,1.59868303,245.219,193.08,197.613,NA,NA,NA,NA,NA,NA,NA,0.788558478322313,0.8,NA,NA
"7760",NA,7760,"30",0,"0.8",0.71875,NA,0.7190730444,0.7186439936,0.7198363575,0.9062270022,0.9911195535,1.596223198,244.471,193.344,197.503,NA,NA,NA,NA,NA,NA,NA,0.791916667168119,0.8,NA,NA
"7761",NA,7761,"0",0,"0.9",0.71875,NA,0.7198340669,0.7194093902,0.7204948017,0.5901955318,0.499864032,2.29490002,352.083,125.79,181.351,NA,NA,NA,NA,NA,NA,NA,0.361145720803213,0.9,NA,NA
"7762",NA,7762,"1",0,"0.9",0.71875,NA,0.7190735415,0.7183766837,0.7205427032,0.7523492961,0.7183910891,1.93269753,297.156,160.769,192.21,NA,NA,NA,NA,NA,NA,NA,0.54643269568653,0.9,NA,NA
"7763",NA,7763,"5",0,"0.9",0.71875,NA,0.7186165613,0.718577734,0.7188978623,0.8540874043,0.8595209841,1.705937882,260.724,182.153,198.301,NA,NA,NA,NA,NA,NA,NA,0.704568569818924,0.9,NA,NA
"7764",NA,7764,"10",0,"0.9",0.71875,NA,0.7190960958,0.7186885013,0.720542311,0.8997867172,0.9202988161,1.60986224,246.139,191.966,201.346,NA,NA,NA,NA,NA,NA,NA,0.784360561886618,0.9,NA,NA
"7765",NA,7765,"15",0,"0.9",0.71875,NA,0.7179557602,0.7181994121,0.7173873382,0.927529851,0.9590100792,1.551889369,236.784,197.435,202.771,NA,NA,NA,NA,NA,NA,NA,0.837266885831473,0.9,NA,NA
"7766",NA,7766,"20",0,"0.9",0.71875,NA,0.7190689701,0.7199258474,0.7199977932,0.9402598481,0.9756265037,1.52471339,232.332,199.89,203.521,NA,NA,NA,NA,NA,NA,NA,0.86246029922448,0.9,NA,NA
"7767",NA,7767,"25",0,"0.9",0.71875,NA,0.7190965585,0.7196482743,0.7196612168,0.9482356575,0.9861741174,1.505667307,230.714,202.073,204.411,NA,NA,NA,NA,NA,NA,NA,0.877397150774282,0.9,NA,NA
"7768",NA,7768,"30",0,"0.9",0.71875,NA,0.7178524682,0.7176469694,0.7182353393,0.9514611514,0.9906828824,1.502899155,229.016,202.581,204.481,NA,NA,NA,NA,NA,NA,NA,0.885757806548015,0.9,NA,NA
"7769",NA,7769,"0",0,"1",0.71875,NA,0.7198836607,0.7197440804,0.7214901276,0.4991021298,0.4989095549,2.504294918,386.229,106.681,183.687,NA,NA,NA,NA,NA,NA,NA,0.281666792654106,1,NA,NA
"7770",NA,7770,"1",0,"1",0.71875,NA,0.7191641581,0.7192701609,0.7168186915,0.7171621896,0.7171123655,2.025827005,311.483,152.958,196.558,NA,NA,NA,NA,NA,NA,NA,0.499840580186871,1,NA,NA
"7771",NA,7771,"5",0,"1",0.71875,NA,0.7191098611,0.7188464989,0.7189654473,0.8574087164,0.8573651072,1.704360261,261.595,183.236,204.998,NA,NA,NA,NA,NA,NA,NA,0.710187590295617,1,NA,NA
"7772",NA,7772,"10",0,"1",0.71875,NA,0.7183685975,0.7178901224,0.7193493165,0.920552113,0.920581158,1.570373303,240.834,196.43,208.572,NA,NA,NA,NA,NA,NA,NA,0.824525776764936,1,NA,NA
"7773",NA,7773,"15",0,"1",0.71875,NA,0.7189479901,0.7203471328,0.7199432766,0.9616054866,0.961645302,1.477662057,226.12,204.673,210.474,NA,NA,NA,NA,NA,NA,NA,0.910968703512923,1,NA,NA
"7774",NA,7774,"20",0,"1",0.71875,NA,0.7189267396,0.7191991944,0.7197517689,0.974685716,0.9748303436,1.452480596,222.307,208.053,211.942,NA,NA,NA,NA,NA,NA,NA,0.94019317995691,1,NA,NA
"7775",NA,7775,"25",0,"1",0.71875,NA,0.7185586034,0.7178841448,0.7181881303,0.986128183,0.9860213067,1.426654917,217.694,210.091,212.214,NA,NA,NA,NA,NA,NA,NA,0.967254310932235,1,NA,NA
"7776",NA,7776,"30",0,"1",0.71875,NA,0.717195289,0.7182247481,0.7183984402,0.9902380796,0.9903598168,1.419035154,216.963,211.283,212.8,NA,NA,NA,NA,NA,NA,NA,0.975618616674767,1,NA,NA
"7777",NA,7777,"0",0,"0.5",0.723214285714286,NA,0.7220746327,0.7227790248,0.7193828802,0.7246691665,0.5012047905,2.006705546,309.661,154.544,179.12,NA,NA,NA,NA,NA,NA,NA,0.500200678593673,0.5,NA,NA
"7778",NA,7778,"1",0,"0.5",0.723214285714286,NA,0.7227881857,0.7226285062,0.7223245076,0.7217121396,0.7211860351,2.000425762,307.6,153.839,178.551,NA,NA,NA,NA,NA,NA,NA,0.50128726568952,0.5,NA,NA
"7779",NA,7779,"5",0,"0.5",0.723214285714286,NA,0.7229370655,0.7235322689,0.7251537582,0.7227324012,0.8669464135,2.000597861,308.143,154.231,178.961,NA,NA,NA,NA,NA,NA,NA,0.501583390508832,0.5,NA,NA
"7780",NA,7780,"10",0,"0.5",0.723214285714286,NA,0.7223548515,0.722150598,0.722646435,0.7222305141,0.9221570262,1.994741958,305.621,153.174,177.829,NA,NA,NA,NA,NA,NA,NA,0.50229299208863,0.5,NA,NA
"7781",NA,7781,"15",0,"0.5",0.723214285714286,NA,0.7229042313,0.7228051969,0.7222134314,0.7219063979,0.9633553097,1.995683942,307.826,154.294,179.157,NA,NA,NA,NA,NA,NA,NA,0.502263235648525,0.5,NA,NA
"7782",NA,7782,"20",0,"0.5",0.723214285714286,NA,0.7236186563,0.7238756541,0.7222410331,0.7253541193,0.9774180105,2.00053108,308.903,154.617,179.208,NA,NA,NA,NA,NA,NA,NA,0.5016326231498,0.5,NA,NA
"7783",NA,7783,"25",0,"0.5",0.723214285714286,NA,0.7241855374,0.7235070212,0.7233502007,0.7248584857,0.9879307305,2.001578613,308.933,154.328,178.804,NA,NA,NA,NA,NA,NA,NA,0.500760188960049,0.5,NA,NA
"7784",NA,7784,"30",0,"0.5",0.723214285714286,NA,0.7229415923,0.7225843219,0.7223256888,0.7237039288,0.9921434014,2.002005051,307.717,153.99,178.506,NA,NA,NA,NA,NA,NA,NA,0.501580316236872,0.5,NA,NA
"7785",NA,7785,"0",0,"0.6",0.723214285714286,NA,0.7234241243,0.7237904622,0.7242221431,0.7167999559,0.4996393534,2.01441741,310.938,152.933,179.309,NA,NA,NA,NA,NA,NA,NA,0.49292344419974,0.6,NA,NA
"7786",NA,7786,"1",0,"0.6",0.723214285714286,NA,0.7222963551,0.7236319856,0.7224587819,0.751333426,0.723704405,1.939691567,298.972,160.304,181.691,NA,NA,NA,NA,NA,NA,NA,0.537505287555491,0.6,NA,NA
"7787",NA,7787,"5",0,"0.6",0.723214285714286,NA,0.7231703958,0.7225662039,0.7220073778,0.7749709915,0.8620450093,1.882103816,290.631,165.443,183.528,NA,NA,NA,NA,NA,NA,NA,0.570596313053845,0.6,NA,NA
"7788",NA,7788,"10",0,"0.6",0.723214285714286,NA,0.7239163183,0.7230846802,0.723870347,0.7846763257,0.923357994,1.86240834,286.554,167.175,183.795,NA,NA,NA,NA,NA,NA,NA,0.58470635402614,0.6,NA,NA
"7789",NA,7789,"15",0,"0.6",0.723214285714286,NA,0.7229027372,0.7223638401,0.7223460652,0.791035693,0.9631689064,1.848088655,284.112,168.141,183.858,NA,NA,NA,NA,NA,NA,NA,0.593109347612575,0.6,NA,NA
"7790",NA,7790,"20",0,"0.6",0.723214285714286,NA,0.7235548923,0.7225124032,0.7226579916,0.7914974894,0.9770553352,1.846827535,284.972,169.107,184.716,NA,NA,NA,NA,NA,NA,NA,0.594493844220556,0.6,NA,NA
"7791",NA,7791,"25",0,"0.6",0.723214285714286,NA,0.7227141743,0.7226705442,0.7227320198,0.7935948949,0.9878395252,1.841396388,283.398,169.056,184.399,NA,NA,NA,NA,NA,NA,NA,0.597706071444776,0.6,NA,NA
"7792",NA,7792,"30",0,"0.6",0.723214285714286,NA,0.7234299405,0.7245804525,0.7229022359,0.7958408698,0.9925745251,1.832503418,283.302,169.81,184.882,NA,NA,NA,NA,NA,NA,NA,0.600537588322371,0.6,NA,NA
"7793",NA,7793,"0",0,"0.7",0.723214285714286,NA,0.7223928905,0.7229807321,0.7229154976,0.6926986011,0.4998374385,2.064277137,318.162,147.749,179.451,NA,NA,NA,NA,NA,NA,NA,0.466033467594757,0.7,NA,NA
"7794",NA,7794,"1",0,"0.7",0.723214285714286,NA,0.7230762638,0.7237050983,0.7233966791,0.7695163086,0.7248411545,1.897060624,293.203,164.197,185.127,NA,NA,NA,NA,NA,NA,NA,0.561903091313143,0.7,NA,NA
"7795",NA,7795,"5",0,"0.7",0.723214285714286,NA,0.7231016388,0.7233125293,0.7230175559,0.8149441971,0.8635235432,1.80170355,278.022,173.786,188.244,NA,NA,NA,NA,NA,NA,NA,0.627206373397938,0.7,NA,NA
"7796",NA,7796,"10",0,"0.7",0.723214285714286,NA,0.7223910097,0.7233880972,0.7219918999,0.8329183938,0.9223539801,1.757580762,270.115,177.315,189.038,NA,NA,NA,NA,NA,NA,NA,0.657967087613712,0.7,NA,NA
"7797",NA,7797,"15",0,"0.7",0.723214285714286,NA,0.7229307371,0.7231024115,0.7228904349,0.8476334211,0.9634758192,1.722554326,265.314,180.463,190.231,NA,NA,NA,NA,NA,NA,NA,0.681715220777306,0.7,NA,NA
"7798",NA,7798,"20",0,"0.7",0.723214285714286,NA,0.7236665052,0.7230276453,0.7218387269,0.8514035766,0.9766698966,1.717668673,264.442,181.1,190.25,NA,NA,NA,NA,NA,NA,NA,0.685989936640534,0.7,NA,NA
"7799",NA,7799,"25",0,"0.7",0.723214285714286,NA,0.7217892796,0.7222373902,0.7223478378,0.8522185113,0.9876910382,1.708938506,261.596,181.074,189.833,NA,NA,NA,NA,NA,NA,NA,0.693311219920845,0.7,NA,NA
"7800",NA,7800,"30",0,"0.7",0.723214285714286,NA,0.7241671601,0.7232705522,0.7253739257,0.8561000766,0.9924537003,1.700040676,261.329,182.084,190.479,NA,NA,NA,NA,NA,NA,NA,0.697806722997344,0.7,NA,NA
"7801",NA,7801,"0",0,"0.8",0.723214285714286,NA,0.7223503613,0.7225870736,0.7220051835,0.6531260519,0.4997653261,2.156078099,332.242,139.236,180.362,NA,NA,NA,NA,NA,NA,NA,0.421780111254444,0.8,NA,NA
"7802",NA,7802,"1",0,"0.8",0.723214285714286,NA,0.7230708732,0.7235465502,0.7255162113,0.7703579667,0.7258494314,1.900605876,292.793,164.36,188.586,NA,NA,NA,NA,NA,NA,NA,0.564484798305464,0.8,NA,NA
"7803",NA,7803,"5",0,"0.8",0.723214285714286,NA,0.7227483296,0.7222503987,0.7213050526,0.8414381797,0.8623295047,1.73592195,268.066,179.863,193.78,NA,NA,NA,NA,NA,NA,NA,0.674287568715155,0.8,NA,NA
"7804",NA,7804,"10",0,"0.8",0.723214285714286,NA,0.7232469461,0.7224233191,0.7235719532,0.8713588687,0.9223218512,1.663692446,255.795,185.315,194.463,NA,NA,NA,NA,NA,NA,NA,0.727508306792797,0.8,NA,NA
"7805",NA,7805,"15",0,"0.8",0.723214285714286,NA,0.7240152552,0.7224354199,0.7238178455,0.8933420271,0.9639314989,1.622138443,248.676,189.805,195.998,NA,NA,NA,NA,NA,NA,NA,0.764942131775509,0.8,NA,NA
"7806",NA,7806,"20",0,"0.8",0.723214285714286,NA,0.7228511066,0.7222947114,0.7226860775,0.8999149865,0.9766434869,1.606892106,246.643,191.39,196.576,NA,NA,NA,NA,NA,NA,NA,0.777554445825893,0.8,NA,NA
"7807",NA,7807,"25",0,"0.8",0.723214285714286,NA,0.7230594615,0.7235869619,0.7238158412,0.9074797218,0.9887342953,1.593383882,245.478,193.51,197.741,NA,NA,NA,NA,NA,NA,NA,0.789204718437632,0.8,NA,NA
"7808",NA,7808,"30",0,"0.8",0.723214285714286,NA,0.7245381053,0.7246143114,0.7252355615,0.9097531176,0.9920150834,1.589070804,245.684,194.343,198.314,NA,NA,NA,NA,NA,NA,NA,0.792022665697262,0.8,NA,NA
"7809",NA,7809,"0",0,"0.9",0.723214285714286,NA,0.7219797152,0.7219790545,0.7229684417,0.5925939327,0.501717904,2.301892062,354.684,126.305,181.822,NA,NA,NA,NA,NA,NA,NA,0.359583098411785,0.9,NA,NA
"7810",NA,7810,"1",0,"0.9",0.723214285714286,NA,0.7237282277,0.7229421113,0.7238214507,0.7558558606,0.724161235,1.930910797,297.443,160.98,192.017,NA,NA,NA,NA,NA,NA,NA,0.546617366707639,0.9,NA,NA
"7811",NA,7811,"5",0,"0.9",0.723214285714286,NA,0.7236022778,0.7240043849,0.7242132833,0.8598131331,0.8648555593,1.699347873,261.67,183.113,198.778,NA,NA,NA,NA,NA,NA,NA,0.706266503421228,0.9,NA,NA
"7812",NA,7812,"10",0,"0.9",0.723214285714286,NA,0.7238870012,0.7239274668,0.7239162173,0.9033661045,0.9235191255,1.602569884,247.791,192.969,202.157,NA,NA,NA,NA,NA,NA,NA,0.783268078660656,0.9,NA,NA
"7813",NA,7813,"15",0,"0.9",0.723214285714286,NA,0.7235756732,0.7231341326,0.724940979,0.9333483747,0.9654211409,1.533293993,235.656,198.825,203.442,NA,NA,NA,NA,NA,NA,NA,0.846542096745011,0.9,NA,NA
"7814",NA,7814,"20",0,"0.9",0.723214285714286,NA,0.7227263239,0.7240595472,0.7253809572,0.9439475611,0.9788802548,1.513290539,232.721,201.199,204.319,NA,NA,NA,NA,NA,NA,NA,0.866375678720539,0.9,NA,NA
"7815",NA,7815,"25",0,"0.9",0.723214285714286,NA,0.7236358959,0.7227950353,0.724938631,0.9505139389,0.9882621323,1.493458037,230.174,202.871,204.985,NA,NA,NA,NA,NA,NA,NA,0.882736774512698,0.9,NA,NA
"7816",NA,7816,"30",0,"0.9",0.723214285714286,NA,0.7237604256,0.7237518027,0.7238479814,0.9538852655,0.9922487402,1.485285869,229.096,203.495,205.152,NA,NA,NA,NA,NA,NA,NA,0.889227665531185,0.9,NA,NA
"7817",NA,7817,"0",0,"1",0.723214285714286,NA,0.7231867053,0.7235518887,0.7240771316,0.4993768182,0.4994398198,2.523123625,390.777,106.573,183.797,NA,NA,NA,NA,NA,NA,NA,0.278135932097256,1,NA,NA
"7818",NA,7818,"1",0,"1",0.723214285714286,NA,0.7225311248,0.7226445684,0.7227730461,0.7229621693,0.7226289747,2.012638233,309.776,153.965,196.525,NA,NA,NA,NA,NA,NA,NA,0.50645110296368,1,NA,NA
"7819",NA,7819,"5",0,"1",0.723214285714286,NA,0.7241599418,0.7244747819,0.7246681294,0.8661732446,0.8664118389,1.687116582,261.033,184.845,205.444,NA,NA,NA,NA,NA,NA,NA,0.719394272000583,1,NA,NA
"7820",NA,7820,"10",0,"1",0.723214285714286,NA,0.7235338281,0.7220508544,0.7225166493,0.9226638758,0.9224550571,1.561822278,240.941,196.704,208.764,NA,NA,NA,NA,NA,NA,NA,0.826240910010667,1,NA,NA
"7821",NA,7821,"15",0,"1",0.723214285714286,NA,0.7232369867,0.723701864,0.7248039872,0.965029614,0.9651058947,1.466935403,226.062,206.026,211.425,NA,NA,NA,NA,NA,NA,NA,0.915890887963294,1,NA,NA
"7822",NA,7822,"20",0,"1",0.723214285714286,NA,0.7232653778,0.7230521577,0.7220026976,0.9764039265,0.9765374958,1.438094303,221.924,208.428,212.067,NA,NA,NA,NA,NA,NA,NA,0.943279751746718,1,NA,NA
"7823",NA,7823,"25",0,"1",0.723214285714286,NA,0.7229233724,0.7228376753,0.7209129177,0.9876325732,0.9876343157,1.413249331,217.365,210.47,212.356,NA,NA,NA,NA,NA,NA,NA,0.969896299151056,1,NA,NA
"7824",NA,7824,"30",0,"1",0.723214285714286,NA,0.7228203656,0.723127238,0.7231482417,0.9920467185,0.9920219537,1.402617484,216.684,212.244,213.464,NA,NA,NA,NA,NA,NA,NA,0.980716187351365,1,NA,NA
"7825",NA,7825,"0",0,"0.5",0.727678571428571,NA,0.727361116,0.7261733132,0.7270294432,0.7262767289,0.5001770575,1.997936273,309.123,154.654,179.297,NA,NA,NA,NA,NA,NA,NA,0.501595928229778,0.5,NA,NA
"7826",NA,7826,"1",0,"0.5",0.727678571428571,NA,0.7269776045,0.7275734744,0.7285995788,0.7252812251,0.7290978958,2.001431569,309.63,154.62,179.29,NA,NA,NA,NA,NA,NA,NA,0.500641344146127,0.5,NA,NA
"7827",NA,7827,"5",0,"0.5",0.727678571428571,NA,0.7272239606,0.7263670313,0.726922256,0.7265359534,0.8693889921,1.99569448,309.601,154.93,179.554,NA,NA,NA,NA,NA,NA,NA,0.501493773475411,0.5,NA,NA
"7828",NA,7828,"10",0,"0.5",0.727678571428571,NA,0.7273006881,0.727196799,0.7287013979,0.7253854983,0.928638768,2.003081228,308.937,154.123,178.575,NA,NA,NA,NA,NA,NA,NA,0.499937427976125,0.5,NA,NA
"7829",NA,7829,"15",0,"0.5",0.727678571428571,NA,0.7287177925,0.7291541635,0.7305463714,0.7280998591,0.9690234376,2.005311168,311.235,155.089,179.542,NA,NA,NA,NA,NA,NA,NA,0.499521583036593,0.5,NA,NA
"7830",NA,7830,"20",0,"0.5",0.727678571428571,NA,0.7274747605,0.7273495121,0.7279974166,0.7275726277,0.9806557934,1.999467984,309.351,154.773,179.15,NA,NA,NA,NA,NA,NA,NA,0.501342188012326,0.5,NA,NA
"7831",NA,7831,"25",0,"0.5",0.727678571428571,NA,0.7273386229,0.7268561188,0.7257043515,0.7288122072,0.9886976927,1.998847729,310.319,155.187,179.42,NA,NA,NA,NA,NA,NA,NA,0.501241670372151,0.5,NA,NA
"7832",NA,7832,"30",0,"0.5",0.727678571428571,NA,0.7268506437,0.72636879,0.7268963728,0.7259647544,0.9931058551,1.997754847,308.93,154.534,178.836,NA,NA,NA,NA,NA,NA,NA,0.501351124374581,0.5,NA,NA
"7833",NA,7833,"0",0,"0.6",0.727678571428571,NA,0.7277768308,0.7272949147,0.7270915638,0.7209934304,0.502308723,2.011983066,311.597,153.361,179.42,NA,NA,NA,NA,NA,NA,NA,0.493366834809473,0.6,NA,NA
"7834",NA,7834,"1",0,"0.6",0.727678571428571,NA,0.7269794258,0.7270368545,0.7257470957,0.7565730442,0.7251823866,1.932222087,299.645,161.426,182.591,NA,NA,NA,NA,NA,NA,NA,0.540069042058737,0.6,NA,NA
"7835",NA,7835,"5",0,"0.6",0.727678571428571,NA,0.7274601443,0.7272524516,0.7290808068,0.777935517,0.8711670852,1.874131199,290.532,165.815,183.556,NA,NA,NA,NA,NA,NA,NA,0.571994242385529,0.6,NA,NA
