;simu;n_obs;mutation_rate;c;initial_trait_frequency;initial_pref_frequency;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration;tradition_for_trait
221;3;7;0.05;0.5;0.1;0.1;21;95;0.4884793;203;222.5158;7;93;0
222;3;7;0.05;0.5;0.1;0.1;22;78;0.4444444;218;223.6282;7;76;0
223;3;7;0.05;0.5;0.1;0.1;23;59;0.4170404;227;222.1356;7;57;0
224;3;7;0.05;0.5;0.1;0.1;24;82;0.4366812;223;223.7683;7;80;0
225;3;7;0.05;0.5;0.1;0.1;25;48;0.4009662;197;223.25;7;46;0
226;3;7;0.05;0.5;0.1;0.1;26;99;0.3867925;229;223.5758;7;97;0
227;3;7;0.05;0.5;0.1;0.1;27;95;0.3218884;224;223;7;93;0
228;3;7;0.05;0.5;0.1;0.1;28;45;0.3799127;214;225.6;7;43;0
229;3;7;0.05;0.5;0.1;0.1;29;50;0.3972603;222;221.92;7;48;0
230;3;7;0.05;0.5;0.1;0.1;30;61;0.3791469;216;224.8361;7;59;0
231;3;7;0.05;0.5;0.1;0.1;31;75;0.4813278;214;224.5867;7;73;0
232;3;7;0.05;0.5;0.1;0.1;32;53;0.3905579;240;223.6038;7;51;0
233;3;7;0.05;0.5;0.1;0.1;33;63;0.3362445;224;226.5873;7;61;0
234;3;7;0.05;0.5;0.1;0.1;34;44;0.4476987;222;219.5909;7;42;0
235;3;7;0.05;0.5;0.1;0.1;35;58;0.4391304;202;221.5517;7;56;0
236;3;7;0.05;0.5;0.1;0.1;36;128;0.4587156;247;223.8125;7;126;0
237;3;7;0.05;0.5;0.1;0.1;37;85;0.4647887;236;226.7765;7;83;0
238;3;7;0.05;0.5;0.1;0.1;38;103;0.3819742;215;223.5825;7;101;0
239;3;7;0.05;0.5;0.1;0.1;39;96;0.472973;222;224.9896;7;94;0
240;3;7;0.05;0.5;0.1;0.1;40;60;0.4033613;209;226.0333;7;58;0
241;3;7;0.05;0.5;0.1;0.1;41;55;0.3671498;250;223.2909;7;53;0
242;3;7;0.05;0.5;0.1;0.1;42;102;0.464455;219;225.9706;7;100;0
243;3;7;0.05;0.5;0.1;0.1;43;48;0.3990826;230;220.875;7;46;0
244;3;7;0.05;0.5;0.1;0.1;44;102;0.4026549;198;222.2941;7;100;0
245;3;7;0.05;0.5;0.1;0.1;45;53;0.4196078;232;226.3208;7;51;0
246;3;7;0.05;0.5;0.1;0.1;46;85;0.2718894;224;224.9765;7;83;0
247;3;7;0.05;0.5;0.1;0.1;47;79;0.438914;214;221.1013;7;77;0
248;3;7;0.05;0.5;0.1;0.1;48;51;0.4159292;236;225.5098;7;49;0
249;3;7;0.05;0.5;0.1;0.1;49;53;0.4714286;250;225.9245;7;51;0
250;3;7;0.05;0.5;0.1;0.1;50;63;0.4413146;211;223.3492;7;61;0
251;3;7;0.05;0.5;0.1;0.1;51;125;0.4488889;223;222.32;7;123;0
252;3;7;0.05;0.5;0.1;0.1;52;89;0.43379;196;221.618;7;87;0
253;3;7;0.05;0.5;0.1;0.1;53;83;0.4936709;212;222.6024;7;81;0
254;3;7;0.05;0.5;0.1;0.1;54;200;0.3509615;202;223.155;7;198;0
255;3;7;0.05;0.5;0.1;0.1;55;100;0.4829268;220;221.14;7;98;0
256;3;7;0.05;0.5;0.1;0.1;56;65;0.4953704;234;223.8615;7;63;0
