;simu;n_obs;mutation_rate;c;n_steps_removed;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
248;3;5;0.1;0.5;25;48;26;0.4638298;196;220.5769;5;0
249;3;5;0.1;0.5;25;49;27;0.4708738;227;221.1111;5;1
250;3;5;0.1;0.5;25;50;26;0.408867;232;221.9615;5;0
251;3;5;0.1;0.5;25;51;26;0.5473251;204;223.0769;5;0
252;3;5;0.1;0.5;25;52;26;0.4490741;219;221.0769;5;0
253;3;5;0.1;0.5;25;53;26;0.5123967;207;225.8846;5;0
254;3;5;0.1;0.5;25;54;27;0.5175439;206;218.5556;5;1
255;3;5;0.1;0.5;25;55;27;0.527027;259;222.4815;5;1
256;3;5;0.1;0.5;25;56;27;0.4864865;253;222.4074;5;1
257;3;5;0.1;0.5;25;57;28;0.479638;242;223;5;2
258;3;5;0.1;0.5;25;58;26;0.5740741;224;222.6538;5;0
259;3;5;0.1;0.5;25;59;26;0.4977169;208;220.4231;5;0
260;3;5;0.1;0.5;25;60;27;0.5308057;230;225.0741;5;1
261;3;5;0.1;0.5;25;61;26;0.5116279;197;223.2692;5;0
262;3;5;0.1;0.5;25;62;26;0.487069;231;224.1538;5;0
263;3;5;0.1;0.5;25;63;26;0.4545455;230;222.6538;5;0
264;3;5;0.1;0.5;25;64;29;0.4813084;243;220.8276;5;3
265;3;5;0.1;0.5;25;65;28;0.4636364;233;222.7857;5;2
266;3;5;0.1;0.5;25;66;26;0.6017699;211;223.7308;5;0
267;3;5;0.1;0.5;25;67;26;0.5;212;223.1538;5;0
268;3;5;0.1;0.5;25;68;26;0.4955752;222;225.0385;5;0
269;3;5;0.1;0.5;25;69;27;0.5069767;229;219.0741;5;1
270;3;5;0.1;0.5;25;70;26;0.5605381;221;226.2308;5;0
271;3;5;0.1;0.5;25;71;27;0.5105485;215;224.2222;5;1
272;3;5;0.1;0.5;25;72;26;0.51417;214;225.9615;5;0
273;3;5;0.1;0.5;25;73;30;0.5436508;211;222.2333;5;4
274;3;5;0.1;0.5;25;74;26;0.52;232;227;5;0
275;3;5;0.1;0.5;25;75;30;0.5069124;210;221.4;5;4
276;3;5;0.1;0.5;25;76;26;0.5019763;207;223.9231;5;0
277;3;5;0.1;0.5;25;77;30;0.4520548;234;221.6;5;4
278;3;5;0.1;0.5;25;78;31;0.4615385;252;224.0645;5;5
